"DWR_Site","EMP_Site","Lat","Lon","RepCont","Collection_Date","Collection_Month","Collection_ID","Survey_Year","field.PST","field.Water.temp","field.DO.mgL","field.DO.perc","field.Secchi","field.SC.uScm","field.Salinity","field.NTU","field.pH","field.Chla","field.Fluor","bryte.NH4.mgL","bryte.NO3.mgL","bryte.Chloride.mgL","bryte.Calcium.mgL","bryte.DOC.mgL","bryte.TOC.mgL","bryte.DON.mgL","bryte.total.kjeldahl.n.mgL","bryte.SRP.mgL","bryte.TP.mgL","bryte.SiO2.mgL","bryte.VSS.mgL","bryte.TDS.mgL","bryte.TSS.mgL","bryte.amb.Chla.ugL","bryte.amb.Pheo.ugL","bryte.towNet.Chla.ave.ugL","bryte.towNet.Chla.corrected","bryte.towNet.Pheo.uncorrected","bryte.towNet.Pheo.corrected","dwr.MIC_totbvL","ucd.qpcr.total.MIC","ucd.qpcr.toxin.MIC","ucd.qpcr.DOLICO","ucd.qpcr.APHA","ucd.qpcr.total.CYA","ucd.ppia.MC.total.ugL","ucd.elisa.STX.dissolved.ugL","ucd.elisa.ANA.a.dissolved.ugL"
"FT","D19",38.04376,-121.6148,0,"2017-09-12",9,4,2017,1030,23.7,7.93,NA,180,181,0.08,3.3,7.56,NA,1.7,0.04,0.24,16,10,2,2,0,0.1,0.07,0.08,15.5,1,98,4,2.41,1.23,NA,NA,NA,NA,1.91e+09,116,42,0,9,43547,0.259819803,0,0
"OR","D28A",37.97048,-121.573,0,"2017-09-12",9,4,2017,1140,24.8,8.02,NA,268,172,0.07,1.5,7.77,NA,3.3,0.03,0.14,15,10,2.4,2.4,0,0.2,0.07,0.07,13.7,0,96,2,1.79,0.77,NA,NA,NA,NA,1.01e+09,115460,112671,0,20,324270,1.010949215,0,0
"","D16",38.0969,-121.6691,0,"2017-09-13",9,4,2017,845,23.08,8.07,NA,124,166,0.07,6.3,7.51,NA,2,0.06,0.26,12,11,2,2.1,0.2,0.3,0.06,0.07,15.8,1,94,8,2.65,1.47,NA,NA,NA,NA,2.61e+09,10364,8641,0,322,104225,0.548901929,0,0
"","D26",38.07664,-121.5669,0,"2017-09-13",9,4,2017,945,22.61,8.03,NA,136,150,0.06,6.9,7.43,NA,1.9,0.1,0.25,8,11,2,2,0.1,0.2,0.06,0.06,16,2,89,8,1.64,1.16,NA,NA,NA,NA,11700000,12706,8739,0,1,47751,0.281361255,0,0
"","MD10A",38.04226,-121.4199,0,"2017-09-13",9,4,2017,1100,25.18,7.46,NA,108,158,0.07,3.4,7.36,NA,6.1,0.02,0.08,10,11,2.9,2.9,0.2,0.3,0.06,0.07,15.8,2,92,5,7.65,2.67,NA,NA,NA,NA,0,384,0,0,981,315886,0,0,0
"RR","P8",37.97817,-121.3823,0,"2017-09-13",9,4,2017,1220,23.61,7.64,NA,104,301,0.13,4.9,7.2,NA,3,0.07,1.04,47,12,2.6,2.7,0.3,0.4,0.16,0.16,10.8,1,167,4,3.38,2.29,NA,NA,NA,NA,3010000,843,0,0,1,211415,0,0.024183537,0
"","D8",38.05992,-121.99,0,"2017-09-14",9,4,2017,1055,22.28,8.44,NA,56,5280,2.82,17.3,7.76,NA,2.5,0.08,0.34,1450,44,1.8,1.9,0.3,0.2,0.08,0.08,70.9,4,3158,24,2.34,0.87,NA,NA,NA,NA,3.4e+08,117,67,0,1,122947,0,0.024169781,0
"FieldCont","FieldCont",NA,NA,1,"",9,4,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,7,44,0,0,0
"CV","D4",38.06248,-121.8205,0,"2017-10-09",10,5,2017,650,17.91,8.74,NA,48,1835,0.91,28.5,7.55,NA,2.5,0.08,0.27,469,20,1.6,1.6,0.2,0.3,0.08,0.1,15,7,1007,62,2.26,1.92,NA,NA,NA,NA,14400000,11,0,0,9,128101,0,0,0
"","D22",38.08453,-121.7391,0,"2017-10-09",10,5,2017,740,16.71,9.12,NA,88,128,0.05,7.5,7.36,NA,1.9,0.12,0.23,7,9,1.6,1.6,0,0.3,0.05,0.05,15.8,2,85,11,2.4,0.92,NA,NA,NA,NA,0,8,0,0,74,166063,0,0.02060408,0
"AT","D12",38.02161,-121.8063,0,"2017-10-10",10,5,2017,815,17.59,8.7,NA,48,670,0.31,19.2,7.48,NA,2.8,0.07,0.23,137,13,1.9,1.9,0.2,0.3,0.06,0.07,15.1,2,349,20,2.72,1.71,NA,NA,NA,NA,272000,23,17,0,141,176177,0,0,0
"FT","D19",38.04376,-121.6148,0,"2017-10-10",10,5,2017,930,17.8,9.13,NA,204,159,0.07,2.5,7.64,NA,1,0.03,0.19,14,10,2,2,0.2,0.2,0.06,0.06,14.5,0,95,4,1.78,0.74,NA,NA,NA,NA,1.92e+08,1620,202,2,588,70745,0,0,0
"OR","D28A",37.97048,-121.573,0,"2017-10-10",10,5,2017,1020,18.17,8.77,NA,288,156,0.06,1.8,7.68,NA,1.4,0.02,0.08,12,10,2.4,2.4,0.2,0.2,0.05,0.05,12.3,0,90,2,1.62,0.71,NA,NA,NA,NA,30400000,4527,892,0,123,33001,0,0,0
"","D16",38.0969,-121.6691,0,"2017-10-11",10,5,2017,750,17.69,8.96,NA,136,146,0.06,5.4,7.37,NA,2,0.05,0.21,11,9,1.8,1.9,0.1,0.3,0.05,0.05,14.7,1,94,6,1.7,0.84,NA,NA,NA,NA,0,121,0,0,134,34453,0,0,0
"","D26",38.07664,-121.5669,0,"2017-10-11",10,5,2017,845,17.48,9,NA,140,126,0.05,4.7,7.33,NA,2,0.07,0.21,7,9,1.8,1.8,0,0.2,0.05,0.05,14.8,1,76,7,1.35,0.74,NA,NA,NA,NA,2450000,7,0,0,65,37443,0,0,0
"","MD10A",38.04226,-121.4199,0,"2017-10-11",10,5,2017,950,18,8.65,NA,196,141,0.06,2.3,7.25,NA,4.4,0.02,0.08,9,10,2.4,2.6,0.2,0.2,0.05,0.05,13.2,1,89,4,4.1,2.3,NA,NA,NA,NA,4190000,38,0,0,46,114253,0,0,0
"RR","P8",37.97817,-121.3823,0,"2017-10-11",10,5,2017,1125,18.5,7.74,NA,140,424,0.19,11.8,7.21,NA,2.5,0.09,1.93,69,15,2.9,2.9,0.3,0.4,0.27,0.27,11.7,2,237,15,1.61,1.01,NA,NA,NA,NA,3400000,184,0,2,1,123957,0.252619159,0,0
"","D8",38.05992,-121.99,0,"2017-10-12",10,5,2017,945,17.46,8.77,NA,44,7185,3.93,14.5,7.7,NA,1.7,0.09,0.33,2200,55,1.5,1.5,0,0.1,0.08,0.08,14.1,4,4476,22,1.75,0.66,NA,NA,NA,NA,0,0,0,0,4,123755,0,0,0
"FieldCont","FieldCont",NA,NA,1,"",10,5,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,70,0,0,0
"CV","D4",38.06248,-121.8205,0,"2017-11-15",11,6,2017,845,15.39,8.78,NA,72,5766,3.1,16.5,7.46,NA,2.9,0.1,0.39,1416,42,1.6,2.3,0.1,0.2,0.07,0.07,14.7,2,3754,13,1.51,0.65,NA,NA,NA,NA,5400000,0,0,0,1,64137,0,0,0
"","D22",38.08453,-121.7391,0,"2017-11-15",11,6,2017,1015,15.46,8.74,NA,80,952,0.45,7.5,7.46,NA,2.8,0.12,0.41,210,15,1.7,1.8,0.1,0.3,0.07,0.07,15.5,1,497,9,2.03,0.88,NA,NA,NA,NA,0,11,0,0,8,42012,0,0,0
"AT","D12",38.02161,-121.8063,0,"2017-11-13",11,6,2017,1000,15.5,9.09,NA,100,812,0.38,8.8,7.54,NA,2.2,0.07,0.4,187,14,1.7,1.8,0.2,0.3,0.06,0.06,14.6,2,454,10,1.76,0.74,NA,NA,NA,NA,0,188,66,10,4,39512,0,0,0
"FT","D19",38.04376,-121.6148,0,"2017-11-13",11,6,2017,1100,15.47,8.95,NA,200,192,0.08,2.9,7.43,NA,1.8,0.06,0.45,21,11,2.2,2.2,0.2,0.3,0.05,0.06,14,1,106,4,1.02,0.65,NA,NA,NA,NA,0,321,0,0,111,33705,0,0,0
"OR","D28A",37.97048,-121.573,0,"2017-11-13",11,6,2017,1145,15.35,8.25,NA,252,191,0.08,2,7.32,NA,1.8,0.05,0.38,20,11,2.6,2.6,0.2,0.3,0.06,0.06,12.8,0,106,2,1.14,0.76,NA,NA,NA,NA,0,2230,0,0,2,37979,0,0,0
"","D16",38.0969,-121.6691,0,"2017-11-14",11,6,2017,940,15.37,8.82,NA,200,185,0.08,2.9,7.38,NA,1.5,0.08,0.46,19,11,2.2,2.2,0.2,0.4,0.07,0.07,15.1,0,101,3,1.13,0,NA,NA,NA,NA,0,41,0,0,8,59144,0,0,0
"","D26",38.07664,-121.5669,0,"2017-11-14",11,6,2017,1030,15.06,8.5,NA,288,184,0.08,2.2,7.29,NA,1.6,0.13,0.52,16,11,2.4,2.5,0.3,0.4,0.08,0.08,15.3,0,101,3,0.69,0,NA,NA,NA,NA,9700000,0,0,0,1,43668,0,0,0
"","MD10A",38.04226,-121.4199,0,"2017-11-14",11,6,2017,1200,15.4,8.31,NA,144,275,0.12,4,7.27,NA,3,0.06,0.6,35,14,2.9,3,0.3,0.5,0.07,0.08,11.1,1,152,4,2.14,1.2,NA,NA,NA,NA,0,0,16,0,159,179184,0,0,0
"RR","P8",37.97817,-121.3823,0,"2017-11-14",11,6,2017,1320,14.23,9.3,NA,76,375,0.17,8.3,7.39,NA,2.1,0.06,1.35,44,17,2.9,2.9,0.2,0.4,0.13,0.14,14.2,2,197,12,1.28,1.12,NA,NA,NA,NA,0,49,0,0,4,172160,0,0,0
"","D8",38.05992,-121.99,0,"2017-11-15",11,6,2017,1155,15.16,8.94,NA,56,10302,5.8,17.4,7.63,NA,2.2,0.13,0.42,3004,76,0.5,0.5,0,0.3,0.08,0.08,13.6,8,6088,35,1.6,0.8,NA,NA,NA,NA,0,0,0,0,4,57201,0,0.020762968,0
"FieldCont","FieldCont",NA,NA,1,"",11,6,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,4,56,0,0,0
"CV","D4",38.06248,-121.8205,0,"2018-06-05",6,1,2018,705,20.54,8.53,NA,44,1276,0.62,20.4,7.63,NA,3.5,0.06,0.4,303,17,2.6,2.7,0.1,0.4,0.08,0.1,12.8,2,706,19,2.61,0.73,NA,NA,NA,NA,54900000,0,0,0,0,93632,0,0,NA
"","D22",38.08453,-121.7391,0,"2018-06-05",6,1,2018,750,20.64,8.56,NA,76,165,0.07,7.9,7.44,NA,2.4,0.12,0.31,10,10,2.4,2,0,0.4,0.07,0.07,15.9,1,96,8,3.91,0,NA,NA,NA,NA,1670000,190,0,0,0,124626,0,0,NA
"AT","D12",38.02161,-121.8063,0,"2018-06-04",6,1,2018,720,20.67,8.36,NA,64,615,0.28,12.8,7.45,NA,2.6,0.06,0.38,120,13,2.7,2.7,0.3,0.4,0.08,0.08,12.4,1,333,11,2.01,1.2,NA,NA,NA,NA,4090000,0,0,0,0,53119,0,0,NA
"FT","D19",38.04376,-121.6148,0,"2018-06-04",6,1,2018,835,21.58,8.61,NA,164,202,0.09,6.8,7.54,NA,2.1,0.02,0.29,19,11,2.7,2.7,0.2,0.4,0.07,0.07,10.9,0,110,3,2.13,0.66,NA,NA,NA,NA,2570000,0,0,0,625,85513,0,0,NA
"OR","D28A",37.97048,-121.573,0,"2018-06-04",6,1,2018,910,23.36,8.53,NA,188,239,0.1,2,7.69,NA,2.9,0.02,0.11,28,12,3.5,3.5,0.3,0.3,0.07,0.08,6.6,0,131,3,2.16,1.28,NA,NA,NA,NA,7950000,0,0,0,1048,67141,0,0,NA
"","D16",38.0969,-121.6691,0,"2018-06-07",6,1,2018,825,21.56,8.69,NA,196,190,0.08,2.8,7.43,NA,2.7,0.02,0.29,17,11,2.5,2.6,0.2,0.2,0.07,0.08,11.9,1,115,3,2.74,0.72,NA,NA,NA,NA,11900000,148,0,1071,246,107957,0,0,NA
"","D26",38.07664,-121.5669,0,"2018-06-07",6,1,2018,920,21.86,8.49,NA,180,175,0.07,2.5,7.3,NA,2.7,0.05,0.28,15,10,2.5,2.5,0.2,0.3,0.07,0.07,12.5,1,101,3,2.9,0.93,NA,NA,NA,NA,820000,0,0,0,555,106374,0,0,NA
"","MD10A",38.04226,-121.4199,0,"2018-06-07",6,1,2018,1045,23.81,7.65,NA,168,229,0.1,2.7,7.28,NA,2.7,0.02,0.1,25,13,3.6,3.6,0.3,0.3,0.1,0.11,9.9,1,129,4,2.62,0.96,NA,NA,NA,NA,3550000,0,0,0,1118,117342,0,0,NA
"RR","P8",37.97817,-121.3823,0,"2018-06-07",6,1,2018,1200,22.16,8.11,NA,100,343,0.15,7.2,7.12,NA,3.3,0.03,0.86,53,14,2.9,3,0.3,0.4,0.16,0.18,10.9,1,188,7,3.93,1.06,NA,NA,NA,NA,51700000,145,0,0,0,191120,0,0,NA
"","D8",38.05992,-121.99,0,"2018-06-08",6,1,2018,1015,20.04,8.75,NA,44,5735,3.09,19.3,7.77,NA,2.9,0.06,0.43,1600,45,2.2,2.3,0.2,0.3,0.09,0.1,12,4,3260,25,1.67,0.65,NA,NA,NA,NA,14700000,144,0,0,0,63567,0,0,NA
"FieldCont","FieldCont",NA,NA,1,"",6,1,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA
"CV","D4",38.06248,-121.8205,0,"2018-07-18",7,2,2018,740,21.3,8.39,NA,48,5480,2.94,23.6,7.63,NA,2.9,0.07,0.36,1600,46,2,2.1,0.2,0.3,0.09,0.11,12.7,4,3280,26,2.94,1.38,NA,NA,NA,NA,7.96e+10,145,0,0,1778,73357,0.260218288,0.033191664,0
"","D22",38.08453,-121.7391,0,"2018-07-18",7,2,2018,825,21.75,8.44,NA,40,1116,0.53,22.6,7.81,NA,2.7,0.08,0.29,262,15,2.1,2.3,0.2,0.3,0.08,0.09,14,3,605,23,5.23,2.08,NA,NA,NA,NA,76900000,194,97,0,881,54356,0,0,0
"AT","D12",38.02161,-121.8063,0,"2018-07-19",7,2,2018,900,21.76,8.46,NA,56,2537,1.29,19.9,7.8,NA,2.9,0.06,0.31,638,25,2.1,2.3,0.2,0.3,0.08,0.09,13,3,1400,19,4.03,2.01,NA,NA,NA,NA,7.92e+08,336,144,0,1640,57435,0,0,0
"FT","D19",38.04376,-121.6148,0,"2018-07-19",7,2,2018,1040,23.04,8.64,NA,180,375,0.17,2.3,8.03,NA,1.6,0.02,0.21,64,11,2.3,2.3,0.1,0.2,0.07,0.07,11.9,0,197,2,3.34,0.94,NA,NA,NA,NA,1.81e+09,3600,96,0,4864,59042,2.22386744,0,0
"OR","D28A",37.97048,-121.573,0,"2018-07-19",7,2,2018,1115,24.12,8.44,NA,200,258,0.11,2.5,8.3,NA,1.5,0.02,0.07,36,11,2.7,2.7,0.1,0.2,0.07,0.07,8.6,0,142,2,4.08,0.94,NA,NA,NA,NA,2.4e+09,17319,1303,48,2259,74744,1.277968756,0,0
"","D16",38.0969,-121.6691,0,"2018-07-09",7,2,2018,1210,22.82,8.29,NA,156,194,0.08,4.2,7.79,NA,1.7,0.04,0.32,21,10,2.3,2.3,0.1,0.2,0.06,0.07,13.1,1,105,5,3.69,1.03,NA,NA,NA,NA,1.14e+09,839,140,0,6050,66289,0,0,0
"","D26",38.07664,-121.5669,0,"2018-07-09",7,2,2018,1300,23.23,8.15,NA,160,154,0.06,4.5,7.71,NA,1.7,0.06,0.29,12,10,2.2,2.2,0.1,0.3,0.06,0.06,13.4,1,86,4,3.51,0.95,NA,NA,NA,NA,9.69e+08,9061,1322,0,14000,159936,0.31328896,0,0
"","MD10A",38.04226,-121.4199,0,"2018-07-09",7,2,2018,1415,25.89,7.65,NA,116,191,0.08,3.6,7.64,NA,10.2,0.06,0.14,16,12,3.2,3.3,0.2,0.3,0.07,0.07,14.2,1,106,4,9.47,2.14,NA,NA,NA,NA,2.22e+08,2095,97,0,195,393021,0,0,0
"RR","P8",37.97817,-121.3823,0,"2018-07-09",7,2,2018,1530,26.49,7.52,NA,120,615,0.28,2.9,7.57,NA,4.8,0.02,1.09,111,21,4,4,0.3,0.4,0.23,0.23,10.4,2,331,4,7.22,0.86,NA,NA,NA,NA,3.75e+09,374597,37317,0,5177,636876,1.134718666,0.039229526,0
"","D8",38.05992,-121.99,0,"2018-07-10",7,2,2018,1240,22.17,8.68,NA,60,9085,5.06,12,7.88,NA,2.6,0.04,0.43,2700,70,1.7,1.7,0.1,0.2,0.09,0.09,11.2,3,5510,14,1.95,0,NA,NA,NA,NA,22200000,186,0,0,614,160060,0,0.045371637,0
"FieldCont","FieldCont",NA,NA,1,"",7,2,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,16,0,0,0,0
"CV","D4",38.06248,-121.8205,0,"2018-08-02",8,3,2018,650,21.06,8.54,NA,68,4508,2.38,15.1,7.72,NA,2.3,0.094,0.28,1280,40.5,2,2.1,0.3,0.2,0.08,0.1,12.9,2,2600,18,2.02,1.14,NA,NA,NA,NA,1.97e+08,576,0,0,1072,77441,0,0,0
"","D22",38.08453,-121.7391,0,"2018-08-02",8,3,2018,740,21.56,8.44,NA,56,532,0.24,12.8,7.66,NA,1.7,0.112,0.23,116.5,13,1.9,1.9,0.3,0.2,0.07,0.07,14.8,2,311,16,2.22,2.99,NA,NA,NA,NA,6.71e+08,288,0,0,160,34996,0,0,0
"AT","D12",38.02161,-121.8063,0,"2018-08-03",8,3,2018,825,21.54,8.34,NA,64,1997,0.99,11.5,7.6,NA,2.2,0.08,0.23,510,22,2,2.1,0,0.189,0.07,0.08,12.6,2,1110,12,2.78,1.17,NA,NA,NA,NA,7.26e+08,515,0,0,351,75048,0.26254749,0,0.942622671
"FT","D19",38.04376,-121.6148,0,"2018-08-03",8,3,2018,930,22.66,8.18,NA,200,423,0.19,1.2,7.63,NA,2.2,0.024,0.153,81,11.4,2.2,2.2,0.1,0.193,0.07,0.07,11.3,0,228,2,2.56,1.08,NA,NA,NA,NA,9.05e+08,18624,96,0,800,80516,0.326313622,0,0
"OR","D28A",37.97048,-121.573,0,"2018-08-03",8,3,2018,1010,23.94,8.54,NA,212,311,0.14,0.7,8.33,NA,1.8,0.023,0.055,51,11.1,2.4,2.4,0.11,0.2,0.07,0.07,8.7,0,168,3,2.47,0.95,NA,NA,NA,NA,7.41e+08,4359,245,0,490,64769,0.295462788,0,0
"","D16",38.0969,-121.6691,0,"2018-08-16",8,3,2018,1040,22.79,8.52,NA,144,324,0.14,3.6,7.59,NA,3.3,0.024,0.18,55,11,2.1,2.1,0.12,0.222,0.06,0.07,12.6,1,179,5,4.14,2.27,NA,NA,NA,NA,2.59e+09,23370,1309,0,178,175472,0.26137276,0.023856551,0
"","D26",38.07664,-121.5669,0,"2018-08-16",8,3,2018,1135,22.75,9.03,NA,136,188,0.08,3.5,7.6,NA,9.8,0.06,0.152,19.5,10.9,2.1,2.1,0.13,0.3,0.055,0.06,13.5,2,107,7,13.8,2.99,NA,NA,NA,NA,7.42e+08,637,0,0,90,284182,0.259928878,0,0
"","MD10A",38.04226,-121.4199,0,"2018-08-16",8,3,2018,1245,25.22,9.23,NA,84,173,0.07,7.5,7.72,NA,17,0.062,0,12,12,3.2,3.4,0.16,0.4,0.04,0.07,5.8,3,95,10,22.9,6.2,NA,NA,NA,NA,30900000,594,0,0,0,546906,0,0,0
"RR","P8",37.97817,-121.3823,0,"2018-08-16",8,3,2018,1400,26.38,6.93,NA,84,533,0.24,4.2,7.45,NA,4.7,0.063,0.7,93,21,4.6,4.1,0.3,0.5,0.216,0.23,10.9,2,290,6,4.31,1.24,NA,NA,NA,NA,4.29e+08,3086,196,0,229,99212,0.291974444,0.024346585,0
"","D8",38.05992,-121.99,0,"2018-08-07",8,3,2018,1130,21.07,8.68,NA,60,11781,6.7,17.5,7.83,NA,3.2,0.04,0.35,3470,85,1.4,1.4,0,0.227,0.09,0.1,11.3,5,6940,26,2.87,0.92,NA,NA,NA,NA,2.48e+08,144,0,0,80,248261,0,0.024346585,0
"FieldCont","FieldCont",NA,NA,1,"",8,3,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,0,0,0,0,0,0,0
"CV","D4",38.06248,-121.8205,0,"2018-09-13",9,4,2018,625,19.62,8.37,NA,56,6423,3.48,34.4,7.8,NA,2.5,0.06,0.26,1800,54.5,1.7,1.7,0.2,0.3,0.088,0.111,14.3,7,3690,37,2.01,1.66,NA,NA,NA,NA,1.85e+08,2880,0,0,0,43127,0,0,0
"","D22",38.08453,-121.7391,0,"2018-09-13",9,4,2018,745,19.98,8.44,NA,76,1197,0.57,10.4,7.91,NA,2.1,0.08,0.216,280,20,2,2,0.2,0.2,0.079,0.08,17.3,1,652,9,2.05,1.11,NA,NA,NA,NA,9090000,0,0,0,0,27532,0,0,0
"AT","D12",38.02161,-121.8063,0,"2018-09-14",9,4,2018,740,19.74,8.34,NA,80,3561,1.85,12,7.77,NA,2.3,0.05,0.224,850,33,2,2,0.13,0.22,0.071,0.08,14.8,2,1780,11,2.46,0.95,NA,NA,NA,NA,1.42e+09,4945,194,0,0,35762,0,0,0
"FT","D19",38.04376,-121.6148,0,"2018-09-14",9,4,2018,925,20.55,8.71,NA,252,994,0.47,1.4,8.02,NA,2.1,0.03,0.18,232,19,2.2,2.2,0.13,0.185,0.068,0.078,14.1,1,565,2,1.67,0.62,NA,NA,NA,NA,1.49e+08,4704,144,0,0,28297,0,0,0
"OR","D28A",37.97048,-121.573,0,"2018-09-14",9,4,2018,1005,21.3,8.87,NA,276,793,0.37,1.5,8.48,NA,1.6,0.02,0.07,175,17,2.4,2.5,0.1,0.2,0.066,0.08,12.1,1,430,2,1.7,0.71,NA,NA,NA,NA,2.35e+08,2832,0,0,144,68371,0,0,0
"","D16",38.0969,-121.6691,0,"2018-09-17",9,4,2018,935,20.48,8.46,NA,164,751,0.35,3.9,7.84,NA,2.3,0.04,0.221,172,17,2.2,2.3,0.1,0.3,0.075,0.08,16.2,1,413,5,1.97,0.83,NA,NA,NA,NA,8.92e+08,56674,97,0,0,64033,0,0,0
"","D26",38.07664,-121.5669,0,"2018-09-17",9,4,2018,1030,20.31,8.32,NA,164,370,0.16,4.8,7.71,NA,1.9,0.1,0.224,58,15,2.2,2.2,0.1,0.3,0.077,0.08,18,1,202,7,1.58,1.01,NA,NA,NA,NA,2.05e+08,5520,0,0,24,25235,0,0,0
"","MD10A",38.04226,-121.4199,0,"2018-09-17",9,4,2018,1140,21.98,8,NA,248,194,0.08,1.4,7.65,NA,3.3,0.011,0.06,11.4,14.4,3,3,0.19,0.315,0.068,0.07,18.2,0,120,2,3.9,1.14,NA,NA,NA,NA,17400000,903,0,0,792,152527,0,0,0
"RR","P8",37.97817,-121.3823,0,"2018-09-17",9,4,2018,1250,23.34,7.23,NA,112,831,0.39,4.9,7.55,NA,4.3,0.07,1.14,170,25,4.3,4.3,0.3,0.5,0.356,0.39,10.7,1,462,4,2.6,0.93,NA,NA,NA,NA,11900000,0,0,0,0,61027,0,0,0
"","D8",38.05992,-121.99,0,"2018-09-18",9,4,2018,920,19.1,8.88,NA,96,11133,6.3,6.5,7.82,NA,4.9,0.06,0.3,3260,87,1.5,1.6,0,0.223,0.096,0.1,13.7,2,6700,10,4,0.6,NA,NA,NA,NA,66100000,42432,0,0,0,190805,0,0,0
"FieldCont","FieldCont",NA,NA,1,"",9,4,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"CV","D4",38.06248,-121.8205,0,"2018-10-12",10,5,2018,615,18.24,8.46,NA,76,8440,4.68,9.6,7.57,NA,1.5,0.09,0.33,2800,75,1.4,1.4,0,0.2,0.091,0.09,13.4,2,5540,14,1.33,0.67,NA,NA,NA,NA,77300000,8650,238,261,55,48038,0,0,0
"","D22",38.08453,-121.7391,0,"2018-10-12",10,5,2018,750,18.11,8.58,NA,52,3106,1.6,15.6,7.63,NA,1.1,0.09,0.3185,813,31,1.6,1.6,0.12,0.3,0.083,0.1,15.6,2,1710,15,0.84,0.52,NA,NA,NA,NA,4.28e+08,6083,143,0,1141,84622,0,0,0
"AT","D12",38.02161,-121.8063,0,"2018-10-15",10,5,2018,945,17.59,8.8,NA,60,4740,2.51,13.7,7.68,NA,1.8,0.07,0.33,1200,42,1.7,1.7,0.1,0.3,0.081,0.1,14.1,2,2620,17,0.78,0.72,NA,NA,NA,NA,3.06e+08,3087,145,0,0,88052,0,0,0
"FT","D19",38.04376,-121.6148,0,"2018-10-15",10,5,2018,1140,18.02,9.5,NA,244,969,0.46,0.7,8.05,NA,0.7,0.04,0.26,215,17,2,2,0.11,0.2,0.077,0.08,14.5,0,539,2,1.35,0.5,NA,NA,NA,NA,4.64e+08,43671,0,0,31,71869,0,0,0
"OR","D28A",37.97048,-121.573,0,"2018-10-15",10,5,2018,1220,17.98,9.08,NA,292,759,0.35,0.1,8.07,NA,1,0.027,0.14,158,16,2.3,2.3,0.1,0.2,0.065,0.07,11.6,0,415,2,1.79,0.9,NA,NA,NA,NA,3.35e+08,15380,2057,0,0,49042,0,0,0
"","D16",38.0969,-121.6691,0,"2018-10-16",10,5,2018,930,17.91,8.92,NA,168,701,0.32,2.2,8.14,NA,1,0.06,0.308,146,15,1.9,1.9,0,0.25,0.07,0.07,16.2,1,388,5,1.59,0.64,NA,NA,NA,NA,1.63e+08,83118,98,0,408,112619,0,0,0
"","D26",38.07664,-121.5669,0,"2018-10-16",10,5,2018,1020,17.78,8.83,NA,188,349,0.15,3,8.05,NA,1.4,0.1,0.33,61,12.9,1.9,2,0.1,0.248,0.076,0.08,17.5,1,199,4,1.48,0.75,NA,NA,NA,NA,68200000,2350,850,0,0,39956,0,0,0
"","MD10A",38.04226,-121.4199,0,"2018-10-16",10,5,2018,1135,17.97,8.16,NA,220,169,0.07,0.1,8.06,NA,1.9,0.03,0.161,11.1,12,2.8,2.8,0.2,0.2,0.06,0.06,17.1,0,103,2,2.22,1.11,NA,NA,NA,NA,13100000,26279,0,0,1406,161770,0,0,0
"RR","P8",37.97817,-121.3823,0,"2018-10-16",10,5,2018,1250,20.31,8.01,NA,200,673,0.31,0.5,7.88,NA,2,0.07,2.44,110,24,3.3,3.4,0.3,0.4,0.35,0.35,12.7,0,367,3,2.46,0,NA,NA,NA,NA,382000,384,0,0,0,152394,0,0,0
"","D8",38.05992,-121.99,0,"2018-10-17",10,5,2018,955,17.29,8.71,NA,8,16045,9.37,9.7,7.66,NA,1.7,0.08,0.3,5030,123,1.1,1.1,0,0.2,0.086,0.108,11.5,3,9700,16,1.32,0,NA,NA,NA,NA,65200000,19976,0,0,0,96790,0.280211915,0,0
