Dataset_Label,Dataset_Description,Definition_Source,Column_Label,Column_Definition,range_min,range_max,attribute_unit,attribute_resolution,enumerated_value,enumerated_definition
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg532_ACS,"Attenuation at 532 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.0591,18.4234,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg536_ACS,"Attenuation at 536 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.0647,18.1052,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg540_ACS,"Attenuation at 540 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.0650,17.8861,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg544_ACS,"Attenuation at 544 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.0681,17.6689,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg548_ACS,"Attenuation at 548 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.0716,17.4710,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg552_ACS,"Attenuation at 552 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.0721,17.3028,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg556_ACS,"Attenuation at 556 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.0745,17.1471,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg560_ACS,"Attenuation at 560 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.0776,16.9873,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg564_ACS,"Attenuation at 564 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.0785,16.8340,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg568_ACS,"Attenuation at 568 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.0805,16.7784,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg572_ACS,"Attenuation at 572 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.0838,16.8642,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg576_ACS,"Attenuation at 576 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.0834,16.9054,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg580_ACS,"Attenuation at 580 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.0859,17.0296,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg584_ACS,"Attenuation at 584 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.0867,18.0336,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg588_ACS,"Attenuation at 588 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.0852,16.7270,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg592_ACS,"Attenuation at 592 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.0852,16.6763,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg596_ACS,"Attenuation at 596 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.0861,16.7153,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg600_ACS,"Attenuation at 600 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.0864,16.7165,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg604_ACS,"Attenuation at 604 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.0871,16.6590,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg608_ACS,"Attenuation at 608 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.0889,16.6112,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg612_ACS,"Attenuation at 612 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.0903,16.6305,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg616_ACS,"Attenuation at 616 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.0918,16.8365,per meter,0.0001,,
FTS_acs_cg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for filtered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cg620_ACS,"Attenuation at 620 nm, filtered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",-0.0932,17.0953,per meter,0.0001,,
