CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Regions	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA	NH4 (uM) (Tline) SA	Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	Cryptophyta (%) (FP) SA	estDIN (uM) SA	estDOC (mg-C/L) SA	Orthophosphate (uM) SA
A4587	37.887399	-121.575849	South Delta tidal transition zone	Old River	10/1/2020	13.07	1.24	22.05	558.08	7.78	7.84	89.87	2.19	2.90	31.37	4.63	32.39	22.09	533.91	0.27	1.80	1.81	0.27	6.16	29.15	29.40	4.30	14.29	2.40	2.43
A5841	37.888586	-121.490017	South Delta tidal transition zone	Victoria Canal	10/1/2020	26.90	0.69	21.73	377.32	7.71	7.80	88.84	2.03	3.17	37.25	4.99	37.65	21.77	356.31	0.18	1.69	1.62	0.37	5.92	28.72	27.34	6.11	27.59	2.73	3.04
A4585	37.889597	-121.574285	South Delta tidal transition zone	Old River	10/1/2020	12.79	1.24	22.04	558.89	7.78	7.83	89.82	2.24	2.87	31.27	4.60	32.34	22.07	533.82	0.27	1.82	1.86	0.26	6.21	29.25	29.83	4.09	14.02	2.39	2.43
A4583	37.890599	-121.570840	South Delta tidal transition zone	Old River	10/1/2020	13.17	1.09	21.90	557.87	7.78	7.79	89.03	2.34	2.84	32.25	4.47	33.01	21.93	531.63	0.27	1.77	1.74	0.21	5.83	30.41	29.76	3.60	14.21	2.45	2.47
A5133	37.891661	-121.488681	South Delta tidal transition zone	Middle River	10/1/2020	27.03	0.81	21.68	377.04	7.70	7.73	87.95	2.06	3.11	37.50	4.84	37.79	21.71	355.60	0.18	1.68	1.49	0.29	5.56	30.62	26.74	5.06	27.84	2.75	3.06
A4581	37.892132	-121.567867	South Delta tidal transition zone	Old River	10/1/2020	13.80	0.78	21.76	555.56	7.77	7.71	87.91	2.45	2.88	33.06	4.51	33.78	21.78	527.38	0.27	1.76	1.63	0.17	5.50	31.15	29.71	3.12	14.46	2.49	2.52
A5131	37.893016	-121.491514	South Delta tidal transition zone	Middle River	10/1/2020	27.15	1.00	21.70	376.67	7.70	7.70	87.68	2.03	3.02	37.32	4.67	37.71	21.73	355.41	0.18	1.68	1.49	0.24	5.41	31.57	27.37	4.28	28.15	2.74	3.08
A4579	37.894918	-121.566818	South Delta tidal transition zone	Old River	10/1/2020	13.46	0.69	21.73	555.57	7.76	7.68	87.53	2.50	2.81	32.59	4.44	33.53	21.76	526.52	0.27	1.75	1.61	0.14	5.39	31.83	29.84	2.61	14.10	2.47	2.51
A5129	37.895650	-121.493024	South Delta tidal transition zone	Middle River	10/1/2020	27.24	1.20	21.80	376.21	7.71	7.73	88.11	1.94	2.96	36.91	4.60	37.45	21.82	355.74	0.18	1.69	1.58	0.25	5.51	31.15	28.50	4.39	28.43	2.71	3.10
A4577	37.897653	-121.566209	South Delta tidal transition zone	Old River	10/1/2020	13.19	0.50	21.70	551.77	7.76	7.66	87.23	2.50	2.72	32.07	4.36	33.15	21.73	522.36	0.27	1.77	1.60	0.09	5.27	31.57	30.68	1.69	13.63	2.44	2.52
A5127	37.897844	-121.494958	South Delta tidal transition zone	Middle River	10/1/2020	27.47	1.32	21.92	375.40	7.72	7.78	88.88	1.80	2.97	36.33	4.66	37.08	21.96	356.13	0.18	1.72	1.70	0.34	5.80	29.76	29.23	5.77	28.79	2.68	3.13
A5125	37.900185	-121.496872	South Delta tidal transition zone	Middle River	10/1/2020	27.64	1.32	21.90	375.19	7.71	7.77	88.72	1.79	2.97	36.29	4.66	37.06	21.95	355.70	0.18	1.72	1.66	0.36	5.79	29.83	28.63	6.17	28.96	2.68	3.15
A4575	37.900243	-121.567687	South Delta tidal transition zone	Old River	10/1/2020	12.07	0.37	21.72	549.38	7.75	7.67	87.36	2.42	2.57	30.82	4.19	31.96	21.76	520.55	0.27	1.77	1.55	0.08	5.15	33.06	29.68	1.48	12.43	2.37	2.48
A4573	37.901939	-121.570618	South Delta tidal transition zone	Old River	10/1/2020	11.64	0.46	21.73	548.36	7.75	7.66	87.31	2.49	2.55	30.38	4.15	31.60	21.78	519.82	0.27	1.75	1.48	0.10	5.16	33.94	24.84	1.71	12.10	2.34	2.44
A5122	37.903208	-121.500424	South Delta tidal transition zone	Middle River	10/1/2020	27.77	1.30	21.86	375.20	7.71	7.74	88.40	1.79	2.88	36.50	4.51	37.14	21.88	355.03	0.18	1.70	1.58	0.34	5.63	30.24	28.10	6.07	29.08	2.69	3.16
A5123	37.903108	-121.496981	South Delta tidal transition zone	Middle River	10/1/2020	27.77	1.34	21.86	375.27	7.71	7.73	88.25	1.81	2.89	36.33	4.56	37.15	21.91	355.33	0.18	1.71	1.56	0.35	5.63	30.45	27.72	6.22	29.11	2.68	3.16
A4571	37.904022	-121.572600	South Delta tidal transition zone	Old River	10/1/2020	11.53	0.50	21.73	547.04	7.75	7.66	87.31	2.56	2.58	30.17	4.17	31.44	21.78	518.53	0.27	1.75	1.48	0.11	5.20	33.70	24.73	1.77	12.03	2.33	2.42
A5121	37.905234	-121.499150	South Delta tidal transition zone	Middle River	10/1/2020	27.89	1.35	21.83	375.37	7.70	7.71	88.00	1.80	2.80	36.42	4.43	37.20	21.88	355.01	0.18	1.69	1.50	0.34	5.51	30.71	27.22	6.20	29.24	2.68	3.18
A4569	37.906060	-121.570436	South Delta tidal transition zone	Old River	10/1/2020	11.51	0.34	21.71	544.68	7.75	7.67	87.40	2.55	2.61	30.03	4.19	31.26	21.76	515.95	0.27	1.78	1.52	0.09	5.21	34.29	27.46	1.57	11.86	2.32	2.41
A5114	37.906766	-121.507883	South Delta tidal transition zone	Middle River	10/1/2020	27.89	1.34	21.90	376.14	7.71	7.80	89.09	1.76	2.77	36.12	4.36	36.92	21.93	356.14	0.18	1.67	1.59	0.34	5.58	29.94	28.47	6.07	29.22	2.67	3.17
A5116	37.907009	-121.506657	South Delta tidal transition zone	Middle River	10/1/2020	27.89	1.34	21.90	376.14	7.71	7.80	89.09	1.76	2.77	36.12	4.36	36.92	21.93	356.14	0.18	1.67	1.59	0.34	5.58	29.94	28.47	6.07	29.22	2.67	3.17
A5119	37.907276	-121.501860	South Delta tidal transition zone	Middle River	10/1/2020	27.95	1.38	21.83	375.46	7.70	7.72	88.06	1.79	2.73	36.40	4.34	37.20	21.87	355.12	0.18	1.68	1.49	0.32	5.45	30.86	27.33	5.85	29.33	2.68	3.19
A4567	37.907616	-121.567373	South Delta tidal transition zone	Old River	10/1/2020	11.61	0.24	21.70	543.28	7.75	7.68	87.43	2.42	2.54	30.12	4.08	31.26	21.76	515.03	0.27	1.79	1.51	0.06	5.11	32.66	29.16	1.27	11.84	2.33	2.43
A4565	37.909180	-121.564307	South Delta tidal transition zone	Old River	10/1/2020	11.71	0.24	21.73	541.05	7.75	7.70	87.77	2.30	2.57	30.23	4.12	31.17	21.78	513.52	0.27	1.78	1.55	0.06	5.20	27.90	30.01	1.22	11.94	2.33	2.41
A5111	37.909120	-121.514094	South Delta tidal transition zone	Middle River	10/1/2020	27.69	1.41	21.92	381.71	7.72	7.82	89.40	1.80	2.82	36.10	4.43	36.73	21.94	360.89	0.18	1.65	1.64	0.37	5.59	29.50	29.37	6.65	29.10	2.67	3.16
A4563	37.911430	-121.562589	South Delta tidal transition zone	Old River	10/1/2020	11.84	0.30	21.74	539.15	7.76	7.73	88.06	2.23	2.64	30.54	4.20	31.11	21.77	512.17	0.27	1.76	1.57	0.08	5.30	24.27	29.84	1.63	12.14	2.35	2.39
A5109	37.912141	-121.516536	South Delta tidal transition zone	Middle River	10/1/2020	27.59	1.50	21.85	385.31	7.72	7.80	88.95	1.89	2.75	36.11	4.33	36.89	21.87	364.87	0.19	1.60	1.53	0.29	5.25	30.50	29.15	5.49	29.09	2.67	3.15
A5801	37.913301	-121.518916	South Delta tidal transition zone	North Victoria Canal	10/1/2020	27.39	1.48	21.83	386.38	7.72	7.81	89.08	1.91	2.75	36.13	4.32	36.86	21.87	365.75	0.19	1.59	1.52	0.29	5.20	30.39	29.24	5.63	28.87	2.67	3.13
A5107	37.914193	-121.514422	South Delta tidal transition zone	Middle River	10/1/2020	28.06	1.52	21.83	383.55	7.71	7.73	88.18	1.89	2.72	36.11	4.29	37.10	21.84	363.47	0.19	1.61	1.47	0.26	5.20	30.92	28.30	4.94	29.58	2.67	3.17
A4559	37.916604	-121.565421	South Delta tidal transition zone	Old River	10/1/2020	11.56	0.56	21.73	537.53	7.77	7.78	88.76	2.37	2.98	30.11	4.63	30.92	21.76	509.70	0.27	1.81	1.78	0.26	6.01	29.79	29.55	4.23	12.12	2.33	2.29
A5105	37.914622	-121.516400	South Delta tidal transition zone	Middle River	10/1/2020	27.86	1.51	21.81	384.66	7.71	7.75	88.41	1.91	2.71	36.16	4.27	37.05	21.84	364.38	0.19	1.60	1.46	0.27	5.15	31.07	28.38	5.15	29.37	2.67	3.16
A5104	37.915647	-121.514889	South Delta tidal transition zone	Middle River	10/1/2020	28.06	1.52	21.83	383.55	7.71	7.73	88.18	1.89	2.72	36.11	4.29	37.10	21.84	363.47	0.19	1.61	1.47	0.26	5.20	30.92	28.30	4.94	29.58	2.67	3.17
A4558	37.918019	-121.565568	South Delta tidal transition zone	Old River	10/1/2020	11.59	0.57	21.76	536.66	7.77	7.81	89.17	2.48	2.99	29.95	4.67	30.93	21.79	509.48	0.27	1.86	1.80	0.30	6.16	30.01	29.23	4.83	12.16	2.32	2.27
A5100	37.918312	-121.516125	South Delta tidal transition zone	Middle River	10/1/2020	28.54	1.52	21.77	382.39	7.70	7.63	86.97	1.92	2.74	36.13	4.28	37.32	21.79	362.08	0.19	1.64	1.41	0.22	5.12	31.98	27.54	4.25	30.07	2.67	3.19
A4556	37.919646	-121.562601	South Delta tidal transition zone	Old River	10/1/2020	11.70	0.57	21.74	536.82	7.77	7.79	89.04	2.59	2.92	30.21	4.55	31.00	21.76	510.13	0.27	1.86	1.71	0.27	6.01	30.26	28.44	4.39	12.27	2.33	2.29
A5095	37.921314	-121.522892	South Delta tidal transition zone	Middle River	10/1/2020	29.41	1.57	21.83	377.45	7.70	7.69	87.73	1.83	2.64	36.88	4.15	37.27	21.86	358.87	0.18	1.62	1.50	0.30	5.06	31.89	29.71	5.87	30.98	2.71	3.11
A4554	37.920362	-121.559078	South Delta tidal transition zone	Old River	10/1/2020	11.82	0.56	21.78	538.20	7.77	7.81	89.11	2.63	2.81	30.50	4.43	30.97	21.82	514.10	0.27	1.84	1.60	0.26	5.83	30.60	27.43	4.45	12.38	2.35	2.34
A5098	37.920477	-121.519211	South Delta tidal transition zone	Middle River	10/1/2020	28.91	1.55	21.79	380.64	7.70	7.65	87.25	1.85	2.64	36.44	4.14	37.19	21.82	360.97	0.19	1.64	1.43	0.26	5.05	32.42	28.39	5.05	30.46	2.68	3.16
A4552	37.920970	-121.555627	South Delta tidal transition zone	Old River	10/1/2020	12.82	0.59	21.81	530.65	7.77	7.80	89.05	2.40	2.76	30.96	4.40	31.22	21.86	508.58	0.26	1.79	1.56	0.25	5.67	29.15	27.63	4.44	13.38	2.37	2.42
A5096	37.922151	-121.521492	South Delta tidal transition zone	Middle River	10/1/2020	29.62	1.57	21.83	376.73	7.70	7.66	87.39	1.80	2.60	36.62	4.10	37.20	21.85	358.06	0.18	1.64	1.49	0.28	5.07	32.37	29.40	5.49	31.19	2.70	3.14
A5094	37.922108	-121.525946	South Delta tidal transition zone	Middle River	10/1/2020	30.03	1.56	21.86	373.19	7.71	7.71	88.06	1.81	2.64	36.91	4.18	37.41	21.88	354.74	0.18	1.62	1.53	0.31	5.07	31.73	30.23	6.01	31.60	2.71	3.09
A4550	37.922887	-121.556419	South Delta tidal transition zone	Old River	10/1/2020	11.83	0.58	21.83	539.54	7.77	7.82	89.24	2.65	2.76	30.49	4.41	30.89	21.87	516.31	0.27	1.83	1.56	0.25	5.74	31.03	27.25	4.41	12.40	2.35	2.37
A5092	37.925257	-121.527726	South Delta tidal transition zone	Middle River	10/1/2020	30.23	1.51	21.90	370.82	7.72	7.76	88.70	1.78	2.62	36.57	4.17	37.38	21.91	352.07	0.18	1.60	1.52	0.33	5.11	31.25	29.82	6.38	31.74	2.69	3.07
A4548	37.925376	-121.558603	South Delta tidal transition zone	Old River	10/1/2020	11.13	0.59	21.84	544.70	7.78	7.83	89.40	2.92	2.77	29.99	4.41	30.68	21.88	520.19	0.27	1.85	1.58	0.23	5.75	32.13	27.52	3.94	11.71	2.32	2.33
A5088	37.931177	-121.527352	South Delta tidal transition zone	Middle River	10/1/2020	30.66	1.45	21.89	366.67	7.73	7.76	88.69	1.66	2.63	35.01	4.21	36.40	21.92	348.08	0.18	1.64	1.61	0.37	5.43	30.31	29.63	5.39	32.13	2.61	3.11
A5090	37.928208	-121.527116	South Delta tidal transition zone	Middle River	10/1/2020	30.48	1.47	21.91	367.85	7.72	7.78	88.94	1.70	2.59	35.56	4.15	36.80	21.93	349.31	0.18	1.63	1.56	0.36	5.30	30.77	29.34	6.42	31.95	2.64	3.09
A4546	37.928305	-121.558922	South Delta tidal transition zone	Old River	10/1/2020	10.41	0.60	21.87	550.79	7.78	7.82	89.42	3.11	2.72	29.37	4.36	30.26	21.90	526.05	0.27	1.77	1.57	0.19	5.52	32.12	28.47	3.50	10.99	2.28	2.32
A4544	37.930861	-121.557079	South Delta tidal transition zone	Old River	10/1/2020	10.56	0.60	21.87	550.55	7.78	7.83	89.53	3.20	2.68	29.36	4.33	30.12	21.90	526.48	0.27	1.72	1.59	0.20	5.44	31.57	29.23	3.62	11.11	2.28	2.36
A4542	37.933281	-121.558930	South Delta tidal transition zone	Old River	10/1/2020	9.83	0.58	21.85	556.19	7.78	7.80	89.17	3.02	2.66	28.97	4.27	29.79	21.88	531.16	0.28	1.71	1.60	0.17	5.34	31.88	29.91	3.17	10.39	2.26	2.32
A5068	37.949905	-121.528378	South Delta tidal transition zone	Middle River	10/1/2020	28.81	1.36	22.04	365.87	7.75	7.89	90.33	1.46	2.62	33.80	4.25	34.61	22.01	346.96	0.18	1.52	1.78	0.35	5.48	27.96	32.40	6.32	30.19	2.53	3.17
A3868	37.934864	-121.329782	San Joaquin tidal transition zone	San Joaquin River	10/1/2020	82.70	3.22	19.74	329.38	7.77	8.24	90.43	2.93	3.27	29.74	5.25	32.87	19.76	295.27	0.15	1.52	2.30	0.00	5.71	47.25	40.12	0.00	85.85	2.30	6.44
A3866	37.935801	-121.333187	San Joaquin tidal transition zone	San Joaquin River	10/1/2020	83.83	3.32	19.68	320.57	7.72	8.09	88.53	2.91	2.49	29.54	4.11	32.65	19.71	285.68	0.15	1.46	1.65	0.00	4.12	48.04	39.80	0.00	87.13	2.29	6.47
A4540	37.935394	-121.561475	South Delta tidal transition zone	Old River	10/1/2020	9.31	0.57	21.82	560.26	7.78	7.76	88.59	2.79	2.65	28.65	4.21	29.44	21.85	533.58	0.28	1.69	1.60	0.16	5.26	31.67	30.46	3.08	9.87	2.24	2.28
A5078	37.935883	-121.531949	South Delta tidal transition zone	Middle River	10/1/2020	31.14	1.44	21.89	364.95	7.75	7.77	88.81	1.57	2.71	34.91	4.34	35.64	21.91	345.53	0.18	1.59	1.79	0.37	5.64	28.22	31.77	5.56	32.47	2.60	3.07
A3864	37.938001	-121.335422	San Joaquin tidal transition zone	San Joaquin River	10/1/2020	92.90	3.44	19.76	343.10	7.72	8.05	88.23	3.07	2.38	29.99	3.96	33.19	19.79	308.27	0.16	1.49	1.58	0.01	3.93	46.68	40.18	0.00	96.36	2.32	6.71
A4538	37.938272	-121.561761	South Delta tidal transition zone	Old River	10/1/2020	9.13	0.59	21.77	561.28	7.78	7.73	88.17	2.49	2.62	28.57	4.13	29.01	21.80	533.26	0.28	1.64	1.57	0.18	5.09	28.75	30.88	3.63	9.70	2.24	2.30
A3860	37.938924	-121.342176	San Joaquin tidal transition zone	San Joaquin River	10/1/2020	109.84	3.81	19.94	393.20	7.68	7.91	86.99	3.38	2.02	31.03	3.42	34.41	19.97	363.27	0.19	1.49	1.34	0.00	3.16	45.48	42.20	0.00	113.68	2.38	6.93
A3862	37.939157	-121.338529	San Joaquin tidal transition zone	San Joaquin River	10/1/2020	102.49	3.72	19.85	371.94	7.68	7.93	86.98	3.25	2.01	30.57	3.41	33.87	19.89	341.84	0.18	1.47	1.30	0.00	3.11	46.40	41.57	0.00	106.25	2.35	6.80
A3858	37.940692	-121.344747	San Joaquin tidal transition zone	San Joaquin River	10/1/2020	126.19	3.79	20.10	428.61	7.70	7.94	87.63	3.68	2.19	31.96	3.66	35.51	20.13	391.75	0.21	1.59	1.57	0.00	3.67	42.65	42.58	0.12	130.01	2.43	7.54
A3856	37.942861	-121.344854	San Joaquin tidal transition zone	San Joaquin River	10/1/2020	133.63	3.70	20.17	442.02	7.72	7.98	88.21	3.84	2.37	32.35	3.94	35.97	20.20	402.89	0.21	1.65	1.73	0.03	4.09	40.88	42.59	0.53	137.33	2.45	7.88
A4534	37.943575	-121.558802	South Delta tidal transition zone	Old River	10/1/2020	9.59	0.47	21.76	555.23	7.79	7.83	89.23	2.17	2.54	28.69	4.01	28.95	21.79	526.84	0.27	1.60	1.52	0.19	4.90	30.35	31.09	3.95	10.02	2.25	2.35
A3854	37.944530	-121.341934	San Joaquin tidal transition zone	San Joaquin River	10/1/2020	139.86	3.59	20.19	447.94	7.72	8.02	88.70	4.09	2.67	32.62	4.39	36.34	20.21	410.40	0.22	1.73	1.94	0.05	4.58	38.69	42.51	1.01	143.46	2.47	8.09
A5070	37.945972	-121.534306	South Delta tidal transition zone	Middle River	10/1/2020	30.16	1.33	21.90	367.08	7.76	7.84	89.58	1.55	2.62	34.48	4.20	35.49	21.89	347.29	0.19	1.53	1.66	0.40	5.39	28.48	30.80	7.35	31.29	2.57	2.98
A3852	37.946598	-121.339568	San Joaquin tidal transition zone	San Joaquin River	10/1/2020	148.56	3.39	20.32	475.20	7.77	8.16	90.43	4.13	3.26	33.09	5.23	36.85	20.34	435.05	0.23	1.87	2.44	0.15	5.96	34.65	41.58	1.90	152.27	2.50	8.47
A4532	37.946261	-121.557868	South Delta tidal transition zone	Old River	10/1/2020	10.46	0.35	21.80	544.55	7.78	7.90	90.12	1.97	2.56	28.77	4.02	29.06	21.83	516.62	0.27	1.56	1.51	0.24	4.95	31.31	30.58	4.82	10.76	2.25	2.40
A3850	37.948366	-121.336868	San Joaquin tidal transition zone	San Joaquin River	10/1/2020	159.95	2.96	20.64	536.13	7.87	8.48	94.68	3.98	4.67	33.90	7.10	37.69	20.65	493.14	0.26	2.16	3.53	0.36	9.04	28.52	39.86	3.36	164.07	2.54	8.85
A4530	37.948910	-121.559118	South Delta tidal transition zone	Old River	10/1/2020	10.00	0.27	21.82	549.15	7.78	7.87	89.85	1.90	2.65	28.56	4.16	28.76	21.86	521.23	0.27	1.57	1.57	0.24	5.11	30.49	30.75	4.67	10.27	2.24	2.38
A4528	37.951407	-121.561005	South Delta tidal transition zone	Old River	10/1/2020	10.06	0.25	21.86	548.83	7.79	7.85	89.64	1.86	2.74	28.38	4.31	28.67	21.90	521.36	0.27	1.57	1.64	0.27	5.33	28.75	30.78	4.90	10.32	2.23	2.36
A3837	37.951538	-121.334676	San Joaquin tidal transition zone	San Joaquin River	10/1/2020	169.50	2.49	21.02	605.58	8.01	8.91	100.25	3.79	6.60	34.80	9.69	38.64	21.04	561.29	0.30	2.47	4.96	0.59	13.01	22.23	38.53	4.26	173.50	2.59	9.19
A3839	37.952136	-121.330928	San Joaquin tidal transition zone	Port of Stockton	10/1/2020	177.27	1.72	21.54	687.91	8.23	9.69	110.07	3.62	9.55	36.07	13.82	39.98	21.57	642.38	0.34	2.89	7.43	0.72	19.38	15.49	38.38	3.62	179.58	2.66	9.40
A3843	37.952486	-121.323611	San Joaquin tidal transition zone	Port of Stockton	10/1/2020	175.29	1.05	21.73	713.85	8.41	10.35	117.98	3.76	11.90	36.99	17.11	41.03	21.74	671.92	0.35	3.00	9.65	0.40	24.27	13.29	39.76	1.62	176.28	2.72	9.06
A5065	37.952444	-121.531413	South Delta tidal transition zone	Middle River	10/1/2020	26.62	1.34	22.13	366.06	7.76	7.93	90.90	1.37	2.59	32.71	4.26	33.56	22.11	347.87	0.18	1.48	1.83	0.38	5.53	26.80	33.05	6.84	27.96	2.47	3.14
A3845	37.952465	-121.319807	San Joaquin tidal transition zone	Port of Stockton	10/1/2020	173.61	0.91	21.74	719.98	8.46	10.53	120.05	4.01	14.14	37.37	20.51	41.52	21.75	677.33	0.35	3.13	11.29	0.39	28.56	12.09	39.66	1.25	174.47	2.74	8.85
A3847	37.952491	-121.316280	San Joaquin tidal transition zone	Port of Stockton	10/1/2020	172.78	0.86	21.73	721.70	8.47	10.57	120.52	4.12	15.24	37.51	22.24	41.71	21.73	677.92	0.34	3.22	12.06	0.43	30.71	11.62	39.40	1.25	173.59	2.75	8.75
A4526	37.952713	-121.564726	South Delta tidal transition zone	Old River	10/1/2020	10.29	0.25	21.91	547.51	7.80	7.90	90.28	1.84	2.80	28.07	4.40	28.60	21.96	522.28	0.27	1.56	1.71	0.29	5.51	27.39	31.04	5.04	10.46	2.21	2.33
A3834	37.952796	-121.339559	San Joaquin tidal transition zone	San Joaquin River	10/1/2020	175.42	2.47	20.98	618.61	7.90	8.64	97.03	3.59	4.90	34.68	7.43	38.48	21.02	582.80	0.31	2.36	3.50	0.76	9.67	25.92	36.34	7.91	178.42	2.59	9.49
A3831	37.953927	-121.345056	San Joaquin tidal transition zone	San Joaquin River	10/1/2020	181.17	2.30	21.19	659.28	7.92	8.70	98.06	3.22	4.40	35.04	7.04	38.61	21.21	620.22	0.33	2.44	3.26	0.99	9.41	26.27	34.82	10.28	183.45	2.61	9.65
A5063	37.954724	-121.529169	South Delta tidal transition zone	Middle River	10/1/2020	26.97	1.34	22.07	366.68	7.75	7.90	90.52	1.36	2.51	32.84	4.12	33.57	22.08	348.23	0.18	1.49	1.70	0.36	5.38	27.71	31.49	6.54	28.31	2.48	3.21
A3829	37.955012	-121.348354	San Joaquin tidal transition zone	San Joaquin River	10/1/2020	178.71	2.54	21.19	651.54	7.92	8.63	97.33	3.15	4.04	34.94	6.58	38.45	21.21	609.67	0.32	2.34	3.17	0.90	8.94	26.76	35.86	9.60	181.25	2.60	9.60
A3827	37.956052	-121.351784	San Joaquin tidal transition zone	San Joaquin River	10/1/2020	181.24	2.63	21.28	667.35	7.93	8.63	97.50	3.09	4.03	35.11	6.56	38.62	21.30	625.19	0.33	2.32	3.20	0.92	9.00	25.94	35.66	10.15	183.87	2.61	9.73
A4524	37.956609	-121.563753	South Delta tidal transition zone	Old River	10/1/2020	10.09	0.26	21.98	550.15	7.81	7.96	91.08	1.80	2.73	27.79	4.36	28.27	22.02	526.02	0.27	1.60	1.79	0.31	5.69	15.92	31.43	3.34	10.39	2.19	2.36
A5061	37.957296	-121.529078	South Delta tidal transition zone	Middle River	10/1/2020	27.22	1.31	22.03	366.97	7.75	7.87	90.14	1.38	2.48	32.82	4.06	33.59	22.04	348.33	0.18	1.50	1.64	0.33	5.36	28.19	30.56	6.17	28.54	2.48	3.21
A3825	37.957549	-121.354899	San Joaquin tidal transition zone	San Joaquin River	10/1/2020	180.04	2.94	21.26	660.93	7.91	8.51	96.10	3.18	3.73	35.12	6.10	38.67	21.28	616.75	0.32	2.19	3.01	0.79	8.27	26.86	36.54	9.35	182.98	2.61	9.71
A5058	37.960984	-121.531909	South Delta tidal transition zone	Middle River	10/1/2020	27.95	1.24	21.98	366.18	7.77	7.88	90.19	1.52	2.70	33.02	4.34	33.78	22.01	347.62	0.18	1.56	1.73	0.36	5.74	27.21	30.10	6.18	29.19	2.50	3.15
A3823	37.958459	-121.358370	San Joaquin tidal transition zone	San Joaquin River	10/1/2020	182.29	3.18	21.28	667.66	7.90	8.37	94.52	3.49	3.48	35.50	5.68	39.18	21.29	621.77	0.33	2.09	2.88	0.68	7.59	27.60	38.07	8.80	185.48	2.63	9.84
A5059	37.959595	-121.531360	South Delta tidal transition zone	Middle River	10/1/2020	26.57	1.26	22.03	366.43	7.76	7.88	90.22	1.43	2.56	32.58	4.18	33.34	22.05	348.02	0.18	1.52	1.71	0.35	5.58	27.43	30.55	6.18	27.84	2.47	3.16
A3821	37.960285	-121.361303	San Joaquin tidal transition zone	San Joaquin River	10/1/2020	183.89	3.31	21.28	672.33	7.89	8.26	93.30	3.74	3.34	35.78	5.45	39.55	21.28	626.57	0.33	2.02	2.80	0.61	7.17	28.28	39.08	8.47	187.19	2.65	9.96
A4520	37.961374	-121.567259	South Delta tidal transition zone	Old River	10/1/2020	8.15	0.25	22.04	573.78	7.82	7.96	91.26	1.84	2.78	26.76	4.47	27.02	22.10	555.23	0.28	1.58	1.84	0.36	5.84	23.26	31.63	4.13	8.64	2.14	2.31
A3819	37.962437	-121.363658	San Joaquin tidal transition zone	San Joaquin River	10/1/2020	185.64	3.42	21.27	677.16	7.87	8.14	91.98	4.00	3.22	36.02	5.24	39.91	21.28	631.54	0.33	1.96	2.69	0.54	6.72	29.22	40.09	8.06	189.07	2.66	10.06
A4518	37.962791	-121.570444	South Delta tidal transition zone	Old River	10/1/2020	6.32	0.24	22.09	588.82	7.83	8.01	91.87	1.78	2.80	25.79	4.50	26.23	22.12	566.74	0.29	1.54	1.95	0.45	5.95	25.99	32.77	6.11	6.91	2.08	2.25
A3817	37.964315	-121.366448	San Joaquin tidal transition zone	San Joaquin River	10/1/2020	188.27	3.57	21.27	684.39	7.85	8.02	90.56	4.29	3.08	36.27	4.99	40.24	21.27	638.31	0.34	1.88	2.56	0.49	6.21	30.29	41.34	7.86	191.84	2.68	10.16
A4516	37.964957	-121.572747	South Delta tidal transition zone	Old River	10/1/2020	5.76	0.25	22.05	593.06	7.84	7.97	91.38	1.91	2.79	25.47	4.43	26.08	22.07	567.63	0.29	1.54	2.00	0.48	5.96	25.89	33.40	7.80	6.21	2.07	2.21
A5055	37.965261	-121.532680	South Delta tidal transition zone	Middle River	10/1/2020	28.26	1.18	21.96	365.38	7.78	7.97	91.10	1.54	2.84	33.15	4.54	34.03	22.01	346.80	0.18	1.59	1.75	0.35	5.89	22.01	29.54	5.86	29.44	2.50	3.05
A5057	37.962372	-121.532415	South Delta tidal transition zone	Middle River	10/1/2020	27.52	1.20	22.01	365.76	7.77	7.94	90.89	1.51	2.80	32.86	4.49	33.64	22.04	347.50	0.18	1.56	1.77	0.37	5.91	25.60	29.99	6.25	28.73	2.49	3.07
A3815	37.966430	-121.369001	San Joaquin tidal transition zone	San Joaquin River	10/1/2020	189.70	3.62	21.27	689.55	7.85	7.96	89.94	4.38	2.97	36.39	4.84	40.40	21.28	644.12	0.34	1.84	2.52	0.48	6.00	30.67	42.02	7.98	193.31	2.68	10.24
A4514	37.967814	-121.573542	South Delta tidal transition zone	Old River	10/1/2020	5.70	0.33	21.95	594.23	7.82	7.86	89.94	2.15	2.78	25.65	4.31	26.09	21.98	567.19	0.29	1.55	1.94	0.42	5.68	27.39	34.22	7.44	6.25	2.07	2.16
