CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Location	Subregions	"Time Period (Month, Day, Year)"	NO3 (uM) (ISUS) SA	Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Turb (FNU) (CStar) SA	t (days) SA	estDOC (mg-C/L) SA
A3902	38.094999	-121.68585	Threemile Slough	Western Delta Tidal Zone	10-21-2015	25.27728	20.37306	1037.106	7.81917	8.431665	2.481248	14.54734	5.696712	19.96236	20.3827	957.9995	0.501436	8.602283	12.63315	2.001842
A3419	38.091132	-121.630393	San Joaquin River	Central Delta Tidal Zone	10-21-2015	27.08717	20.44363	494.2796	7.77598	8.170859	1.881055	13.07359	5.592062	16.74816	20.50444	433.8	0.137213	9.894046	16.44531	1.907224
A730	38.092843	-121.732989	Sacramento River	Western Delta Tidal Zone	10-21-2015	32.20456	19.82313	1494.087	7.781261	8.255507	1.648716	9.102005	5.104595	14.25638	19.81344	1388.181	0.778342	11.82406	13.88411	1.652247
A3434	38.093874	-121.654193	San Joaquin River	Central Delta Tidal Zone	10-21-2015	25.71427	20.3524	814.6543	7.811799	8.323491	1.893673	12.96052	5.750315	16.50205	20.46452	585.7421	0.203002	9.76568	13.19647	1.899966
A3444	38.094175	-121.671838	San Joaquin River	Central Delta Tidal Zone	10-21-2015	25.85256	20.34788	915.7607	7.835443	8.346335	1.907745	12.21028	5.740172	16.40069	20.50151	698.89	0.218231	9.465042	15.31919	1.8518
A3417	38.093264	-121.628258	San Joaquin River	Central Delta Tidal Zone	10-21-2015	27.07255	20.45261	484.8379	7.771188	8.159097	1.893356	13.09446	5.591185	17.16793	20.51295	426.0204	0.134893	9.651407	16.04985	1.908564
A3379	38.096456	-121.567293	Mokelumne River	Mokelumne Tidal Transition Zone	10-21-2015	30.32038	20.33643	245.7432	7.638639	8.177768	1.817953	10.77597	4.531487	15.08562	20.38375	227.5558	0.104146	5.176943	10.48378	1.759717
A3436	38.09517	-121.657505	San Joaquin River	Central Delta Tidal Zone	10-21-2015	25.41237	20.31445	898.3976	7.824379	8.271787	1.752001	11.90453	5.798146	15.72882	20.47893	604.7209	0.183794	9.668363	14.11738	1.832171
A3442	38.095122	-121.668326	San Joaquin River	Central Delta Tidal Zone	10-21-2015	25.65999	20.36561	894.4127	7.832154	8.3364	1.914117	12.12535	5.742023	16.46155	20.53329	654.7954	0.209279	9.368303	14.36117	1.846347
A3438	38.09591	-121.661067	San Joaquin River	Central Delta Tidal Zone	10-21-2015	25.332	20.31284	918.3738	7.831421	8.273232	1.696823	11.49472	5.804321	15.28292	20.49979	606.5261	0.172571	9.624515	14.00169	1.805861
A3440	38.096151	-121.664825	San Joaquin River	Central Delta Tidal Zone	10-21-2015	25.55095	20.33197	925.0038	7.837121	8.301394	1.72387	11.35839	5.787099	15.17991	20.53185	623.83	0.173752	9.506147	14.57019	1.797108
A3904	38.097912	-121.685918	Threemile Slough	Western Delta Tidal Zone	10-21-2015	25.29012	20.34263	1131.589	7.82393	8.468785	2.509477	14.4652	5.697327	20.21805	20.35302	1043.788	0.556847	8.79548	13.15215	1.996601
A728	38.094915	-121.730428	Sacramento River	Western Delta Tidal Zone	10-21-2015	32.05118	19.80603	1479.347	7.785036	8.275	1.629648	8.70787	5.09507	14.32733	19.79703	1367.823	0.766765	12.11183	13.91443	1.626945
A3381	38.096226	-121.570932	San Joaquin River	Mokelumne Tidal Transition Zone	10-21-2015	29.79484	20.33472	264.3199	7.644354	8.143174	1.82237	11.49696	4.654034	15.27839	20.37988	244.1395	0.10974	5.525936	11.01673	1.806005
A3415	38.096232	-121.627492	San Joaquin River	Central Delta Tidal Zone	10-21-2015	26.97223	20.45561	482.4838	7.770813	8.16007	1.878578	13.00893	5.592094	17.16978	20.51749	422.0224	0.130661	9.559078	15.7802	1.903073
A3377	38.098586	-121.564817	Mokelumne River	Mokelumne Tidal Transition Zone	10-21-2015	31.81682	20.2623	201.9296	7.59292	8.110283	1.76661	9.120936	4.231918	14.28953	20.29079	187.0578	0.088953	4.69172	8.582378	1.653464
A726	38.096837	-121.727697	Sacramento River	Western Delta Tidal Zone	10-21-2015	32.07487	19.79601	1495.701	7.787779	8.269684	1.612628	8.814318	5.095554	14.51153	19.77944	1370.599	0.768675	12.5213	13.97034	1.633779
A3383	38.097856	-121.574768	San Joaquin River	Central Delta Tidal Zone	10-21-2015	30.47987	20.19252	246.1885	7.588689	8.000627	1.713277	10.27199	4.528598	14.31955	20.22885	223.5882	0.093566	5.994959	8.697031	1.727361
A3906	38.100836	-121.685877	Threemile Slough	Western Delta Tidal Zone	10-21-2015	25.21387	20.33104	1174.135	7.827887	8.478689	2.515431	14.48	5.695757	20.33192	20.34083	1082.377	0.582497	8.89023	13.35835	1.997556
A3385	38.098259	-121.577943	San Joaquin River	Central Delta Tidal Zone	10-21-2015	29.83281	20.20148	291.1737	7.600132	8.009315	1.604607	10.40947	4.821852	14.00643	20.26009	241.3817	0.072273	6.51291	8.184299	1.736188
A3413	38.099775	-121.627531	San Joaquin River	Central Delta Tidal Zone	10-21-2015	26.67117	20.45663	476.1179	7.769805	8.165303	1.885536	12.86698	5.595332	17.16888	20.51662	417.9975	0.125242	9.44534	15.60364	1.89396
A3387	38.099019	-121.581426	San Joaquin River	Central Delta Tidal Zone	10-21-2015	28.22767	20.31683	355.4306	7.647529	8.110943	1.669408	10.72054	5.269243	14.49556	20.3863	284.0021	0.075045	6.89361	9.188344	1.756159
A724	38.098673	-121.724866	Sacramento River	Western Delta Tidal Zone	10-21-2015	32.5439	19.81771	1684.486	7.777987	8.237384	1.513168	9.172042	5.153047	14.01009	19.79377	1539.508	0.868031	14.24715	14.07308	1.656745
A3375	38.10146	-121.563515	Mokelumne River	Mokelumne Tidal Transition Zone	10-21-2015	32.06192	20.17637	175.0932	7.547488	7.898081	1.677572	8.526431	4.012775	13.54162	20.16123	157.3965	0.084012	4.477221	9.037904	1.615297
A3389	38.098518	-121.585375	San Joaquin River	Central Delta Tidal Zone	10-21-2015	26.76942	20.41651	403.5143	7.681841	8.188709	1.854499	10.57508	5.612121	15.85556	20.501	346.955	0.096718	7.242609	9.849371	1.74682
A3391	38.09849	-121.589208	San Joaquin River	Central Delta Tidal Zone	10-21-2015	26.31505	20.44025	417.942	7.695517	8.185896	1.92243	10.61589	5.711625	16.41281	20.5193	369.1567	0.105508	7.34518	10.21255	1.74944
A3393	38.099992	-121.592501	San Joaquin River	Central Delta Tidal Zone	10-21-2015	26.0711	20.44868	418.5676	7.704829	8.16406	2.006104	10.69948	5.710624	16.75249	20.48977	376.3533	0.115406	7.425559	9.784938	1.754807
A3411	38.101485	-121.624096	San Joaquin River	Central Delta Tidal Zone	10-21-2015	26.64927	20.43786	460.2924	7.769624	8.092077	1.728879	12.27206	5.601993	18.0446	20.51014	416.2263	0.101791	9.282858	14.24237	1.855766
A3409	38.101803	-121.620197	San Joaquin River	Central Delta Tidal Zone	10-21-2015	26.69758	20.44497	433.0475	7.761408	8.068672	1.70682	13.03571	5.608414	21.25176	20.53032	416.7673	0.103167	8.96156	11.55865	1.904792
A722	38.100917	-121.722502	Sacramento River	Western Delta Tidal Zone	10-21-2015	32.84314	19.83786	1871.413	7.76369	8.242937	1.45114	9.500003	5.208692	13.67353	19.81637	1718.161	0.973334	16.43145	13.96471	1.6778
A3908	38.103695	-121.685194	Threemile Slough	Western Delta Tidal Zone	10-21-2015	25.25615	20.31301	1236.419	7.835248	8.482085	2.479075	14.56581	5.700919	20.19167	20.32597	1137.648	0.611803	9.102191	13.27578	2.003055
A3373	38.103702	-121.56588	Mokelumne River	Mokelumne Tidal Transition Zone	10-21-2015	31.73253	20.1408	165.2132	7.528988	7.788488	1.613021	8.327726	3.944044	13.01365	20.12679	148.4331	0.081294	4.501405	10.10156	1.60254
A3395	38.101715	-121.595586	San Joaquin River	Central Delta Tidal Zone	10-21-2015	25.91158	20.44843	426.0136	7.713599	8.164559	2.038532	11.97211	5.721137	17.76087	20.47599	387.417	0.120218	7.637192	9.336517	1.83651
A3407	38.10209	-121.616533	San Joaquin River	Central Delta Tidal Zone	10-21-2015	26.47051	20.46498	431.373	7.747315	8.115004	1.892817	14.30204	5.617313	22.43518	20.52398	414.0486	0.121882	8.584662	10.9693	1.986092
A3926	38.105162	-121.695437	Threemile Slough	Western Delta Tidal Zone	10-21-2015	26.34585	20.1866	1619.287	7.840684	8.51629	2.440624	14.97924	5.550497	19.19836	20.18855	1490.927	0.833589	11.09924	15.56073	2.029572
A720	38.10264	-121.719538	Sacramento River	Western Delta Tidal Zone	10-21-2015	33.00046	19.85056	1965.492	7.748405	8.257051	1.403327	9.791999	5.240898	13.71424	19.82949	1817.131	1.031793	18.45486	13.8263	1.696546
A3397	38.102941	-121.598947	San Joaquin River	Central Delta Tidal Zone	10-21-2015	25.8219	20.45257	433.9403	7.720753	8.171206	2.046698	13.14596	5.743738	18.91598	20.47912	394.7618	0.121957	7.772305	9.672215	1.911873
A3910	38.106505	-121.684415	Threemile Slough	Western Delta Tidal Zone	10-21-2015	25.20398	20.29899	1293.267	7.837441	8.488284	2.473221	14.77337	5.701	20.1402	20.30859	1193.151	0.648976	9.22471	13.2766	2.016355
A3371	38.10568	-121.568012	Mokelumne River	Mokelumne Tidal Transition Zone	10-21-2015	31.25204	20.12082	158.4285	7.51339	7.762399	1.571674	8.199274	3.905091	12.54081	20.11268	143.0092	0.07894	4.625976	10.26239	1.594293
A3929	38.106136	-121.700692	Threemile Slough	Western Delta Tidal Zone	10-21-2015	27.49764	20.16118	1776.33	7.82933	8.419812	2.379541	14.57718	5.443758	18.49402	20.16225	1632.87	0.916208	11.63668	15.94264	2.003756
A718	38.104516	-121.716768	Sacramento River	Western Delta Tidal Zone	10-21-2015	32.73222	19.85447	1819.088	7.732891	8.23314	1.398817	10.77786	5.209256	14.72455	19.83735	1694.118	0.958823	19.53171	13.72014	1.759839
A3405	38.103912	-121.613328	San Joaquin River	Central Delta Tidal Zone	10-21-2015	26.43237	20.46222	445.0757	7.740807	8.139527	1.928919	14.49425	5.61086	21.57762	20.50389	408.9109	0.121089	8.36247	9.652161	1.99843
A3403	38.104706	-121.609854	San Joaquin River	Central Delta Tidal Zone	10-21-2015	26.49436	20.46051	443.2012	7.735009	8.160336	1.927768	14.65754	5.633257	21.29351	20.49089	403.9643	0.125742	7.990757	10.73409	2.008903
A3399	38.104597	-121.602205	San Joaquin River	Central Delta Tidal Zone	10-21-2015	26.20126	20.44964	434.3924	7.724087	8.172162	1.997472	14.82503	5.691993	20.83221	20.47118	394.2795	0.123894	7.815772	9.101946	2.019663
A3924	38.107748	-121.693717	Threemile Slough	Western Delta Tidal Zone	10-21-2015	25.84511	20.1901	1586.105	7.845502	8.521121	2.443545	15.11294	5.591575	19.27815	20.19149	1455.114	0.81182	10.84032	15.55805	2.038124
A3369	38.107288	-121.570772	Mokelumne River	Mokelumne Tidal Transition Zone	10-21-2015	30.96986	20.12525	157.2416	7.508268	7.835556	1.574993	8.192622	3.91391	12.38622	20.12446	143.0104	0.078507	4.803332	10.3463	1.593866
A3401	38.10541	-121.606023	San Joaquin River	Central Delta Tidal Zone	10-21-2015	26.49776	20.45008	433.1943	7.724968	8.159085	1.91477	14.61482	5.628462	21.10519	20.47343	394.3427	0.126244	7.74707	8.764433	2.006127
A3367	38.108413	-121.574136	Mokelumne River	Mokelumne Tidal Transition Zone	10-21-2015	31.10343	20.1275	155.2927	7.511003	8.010484	1.618704	8.287024	3.919263	12.53189	20.12183	140.0703	0.080069	5.026245	8.477386	1.599927
A716	38.10667	-121.714317	Sacramento River	Western Delta Tidal Zone	10-21-2015	32.33356	19.85085	1580.743	7.728656	8.202598	1.419326	11.98698	5.145375	16.30623	19.83477	1473.322	0.828485	19.35091	13.66485	1.837464
A3912	38.10932	-121.683572	Threemile Slough	Western Delta Tidal Zone	10-21-2015	25.31132	20.261	1424.99	7.840573	8.46776	2.430021	15.03944	5.71131	19.82537	20.26656	1312.856	0.723923	9.400943	13.43748	2.033422
A3931	38.107749	-121.703633	Threemile Slough	Western Delta Tidal Zone	10-21-2015	28.87885	20.09643	1790.017	7.807652	8.33069	2.208413	14.19074	5.278389	18.01887	20.09425	1642.298	0.922944	12.94844	15.87047	1.978945
A3365	38.109471	-121.577564	Mokelumne River	Mokelumne Tidal Transition Zone	10-21-2015	30.40885	20.15524	161.3373	7.518681	8.056901	1.642495	8.509104	3.982085	12.72435	20.15155	144.3759	0.079651	4.993008	10.11847	1.614184
A3922	38.110366	-121.692168	Threemile Slough	Western Delta Tidal Zone	10-21-2015	25.557	20.19391	1577.282	7.847612	8.488783	2.422951	15.19895	5.629878	19.30565	20.19442	1444.042	0.80493	10.54696	15.32829	2.043549
A3363	38.110623	-121.580969	Mokelumne River	Mokelumne Tidal Transition Zone	10-21-2015	30.01346	20.16566	166.7122	7.520155	8.064795	1.656343	8.658507	4.029827	12.83389	20.1593	147.515	0.08078	4.99575	8.946289	1.623776
A714	38.107494	-121.710506	Sacramento River	Western Delta Tidal Zone	10-21-2015	31.48778	19.89287	1348.677	7.74258	8.200024	1.550662	13.70157	5.093892	18.71316	19.87922	1249.029	0.696247	17.69714	14.13039	1.94754
A3914	38.112177	-121.683157	Threemile Slough	Western Delta Tidal Zone	10-21-2015	25.43579	20.24699	1445.099	7.839231	8.421105	2.388222	14.97166	5.717054	19.78784	20.25649	1323.648	0.728	9.243446	13.42403	2.029086
A3920	38.112748	-121.690091	Threemile Slough	Western Delta Tidal Zone	10-21-2015	25.63875	20.19883	1577.735	7.847587	8.440895	2.398595	15.20052	5.657411	19.32498	20.19839	1445.23	0.80533	10.30717	14.91878	2.043619
A3361	38.112732	-121.583548	Mokelumne River	Mokelumne Tidal Transition Zone	10-21-2015	29.31592	20.18227	173.7295	7.520762	8.02424	1.66641	8.861992	4.104611	13.11401	20.18349	156.5899	0.081294	4.974773	8.608394	1.63684
A712	38.110984	-121.709286	Sacramento River	Western Delta Tidal Zone	10-21-2015	31.9315	19.86727	1190.042	7.735148	8.191194	1.467908	13.84899	5.020598	19.40827	19.85258	1107.56	0.614183	18.04675	13.57711	1.957005
A710	38.11295	-121.707198	Sacramento River	Western Delta Tidal Zone	10-21-2015	31.00983	19.955	1318.873	7.768813	8.306744	1.815768	14.71362	5.017519	19.44446	19.945	1214.679	0.677024	15.11193	14.4567	2.012514
A3918	38.114603	-121.687301	Threemile Slough	Western Delta Tidal Zone	10-21-2015	25.69635	20.2001	1575.6	7.846913	8.402318	2.396562	15.14915	5.674391	19.48889	20.20051	1443.807	0.804267	10.22044	14.4773	2.040362
A3916	38.115219	-121.683429	Threemile Slough	Western Delta Tidal Zone	10-21-2015	25.61172	20.20098	1529.504	7.842558	8.356407	2.39984	14.9695	5.682714	19.78767	20.20525	1399.71	0.777786	9.645588	14.13008	2.028934
A708	38.114549	-121.703733	Sacramento River	Western Delta Tidal Zone	10-21-2015	30.88707	19.9426	1197.172	7.770981	8.359186	1.94753	15.49869	4.960567	20.0245	19.9321	1098.473	0.610776	14.12644	14.65434	2.062912
A3358	38.11695	-121.584794	Mokelumne River	Mokelumne Tidal Transition Zone	10-21-2015	28.84959	20.17321	159.8558	7.510316	7.990042	1.683486	8.786749	4.030429	13.12479	20.17736	146.1346	0.07814	4.6644	9.253658	1.632009
A706	38.117002	-121.701837	Sacramento River	Western Delta Tidal Zone	10-21-2015	30.65465	19.92354	1006.554	7.770574	8.32947	2.054866	15.3767	4.905585	19.96722	19.91362	919.8284	0.508502	13.34518	15.21897	2.055072
A3356	38.119812	-121.584171	Mokelumne River	Mokelumne Tidal Transition Zone	10-21-2015	27.73838	20.17949	159.5885	7.508728	7.976442	1.73969	8.813767	4.03894	13.34785	20.18258	145.7188	0.078186	4.526154	9.150826	1.633744
A704	38.119192	-121.699411	Sacramento River	Western Delta Tidal Zone	10-21-2015	30.75049	19.88413	654.2834	7.756052	8.162589	2.042195	14.18079	4.751113	18.83186	19.87575	596.2997	0.324206	12.60063	14.77502	1.978292
A3354	38.12229	-121.582209	Mokelumne River	Mokelumne Tidal Transition Zone	10-21-2015	27.3563	20.18033	157.66	7.509153	7.960401	1.76753	8.711606	4.01381	13.41004	20.1837	143.9775	0.077768	4.513469	8.47473	1.627185
A702	38.121737	-121.697703	Sacramento River	Western Delta Tidal Zone	10-21-2015	30.46571	19.89592	589.574	7.755483	8.091554	2.061974	13.32764	4.708059	17.74199	19.88946	537.0838	0.291533	11.91847	15.18247	1.923517
A3352	38.124815	-121.580365	Mokelumne River	Mokelumne Tidal Transition Zone	10-21-2015	27.53078	20.18225	157.318	7.511896	7.939775	1.793977	8.562493	3.983096	13.67345	20.18538	143.6831	0.077654	4.523963	7.819085	1.617612
A700	38.124178	-121.69573	Sacramento River	Western Delta Tidal Zone	10-21-2015	30.37927	19.8901	522.5926	7.750149	8.067973	2.061047	12.77309	4.672465	17.25809	19.88283	474.4801	0.257396	11.75891	15.18312	1.887915
A3350	38.127288	-121.578628	Mokelumne River	Mokelumne Tidal Transition Zone	10-21-2015	28.52447	20.18144	157.7365	7.51571	7.945948	1.837071	8.338164	3.937825	14.20197	20.18199	143.9272	0.077733	4.477521	7.331553	1.60321
A698	38.126895	-121.694445	Sacramento River	Western Delta Tidal Zone	10-21-2015	30.19259	19.89218	481.8683	7.748902	8.083166	2.06156	12.2103	4.649598	16.84336	19.88381	435.8112	0.2367	11.68471	15.06601	1.851785
A3347	38.130197	-121.575313	Mokelumne River	Mokelumne Tidal Transition Zone	10-21-2015	28.99287	20.18049	157.8096	7.51767	7.979815	1.894615	8.233341	3.935765	14.65396	20.18066	143.9655	0.077762	4.425842	7.166535	1.59648
A696	38.129471	-121.692688	Sacramento River	Western Delta Tidal Zone	10-21-2015	30.06978	19.88964	390.3966	7.739967	8.116108	2.033636	11.9329	4.584652	16.49788	19.87967	352.6836	0.190985	11.26124	15.07772	1.833984
A3345	38.131632	-121.572227	Mokelumne River	Mokelumne Tidal Transition Zone	10-21-2015	28.40886	20.20636	158.0473	7.525945	8.061385	2.083343	8.485622	4.043066	16.08293	20.20924	144.2766	0.077905	4.45506	7.031857	1.612677
A3343	38.13245	-121.568942	Mokelumne River	Mokelumne Tidal Transition Zone	10-21-2015	26.70605	20.25939	157.9751	7.542484	8.202542	2.257519	8.929776	4.173956	18.11403	20.25521	144.3958	0.077896	4.614343	7.08755	1.641192
A694	38.132252	-121.691732	Sacramento River	Western Delta Tidal Zone	10-21-2015	30.09516	19.88529	342.0099	7.732882	8.109243	2.024418	12.30516	4.546154	16.67639	19.8749	309.4436	0.166965	10.98128	14.79105	1.857888
A3188	38.134267	-121.566775	North Mokelumne River	Mokelumne Tidal Transition Zone	10-21-2015	25.61769	20.29858	157.9066	7.548782	8.256007	2.383116	9.030581	4.22214	19.45396	20.29785	144.446	0.077859	4.656511	6.949625	1.647663
A3186	38.135659	-121.563561	North Mokelumne River	Mokelumne Tidal Transition Zone	10-21-2015	25.18556	20.31326	157.5495	7.551471	8.258921	2.427203	8.939267	4.197976	19.81995	20.31216	144.1338	0.077681	4.654782	6.867383	1.641801
A692	38.135137	-121.691311	Sacramento River	Western Delta Tidal Zone	10-21-2015	30.24305	19.88445	282.1479	7.720536	8.06948	2.055565	13.76849	4.490408	17.601	19.87433	255.1325	0.137029	10.74891	14.55542	1.951837
A3184	38.13648	-121.560068	North Mokelumne River	Mokelumne Tidal Transition Zone	10-21-2015	25.3537	20.35039	271.4919	7.572575	8.263365	2.359293	9.390375	4.32175	19.28329	20.35255	248.6034	0.136931	4.896368	7.592757	1.670761
A3182	38.137918	-121.557402	North Mokelumne River	Mokelumne Tidal Transition Zone	10-21-2015	25.15313	20.34804	156.5703	7.556296	8.261642	2.331629	8.558167	4.084452	18.95491	20.35226	143.3472	0.077217	4.68695	6.749153	1.617334
A690	38.137978	-121.690673	Sacramento River	Western Delta Tidal Zone	10-21-2015	30.14612	19.89309	282.1744	7.716711	8.065578	2.093487	15.88596	4.490514	18.88157	19.88331	255.1306	0.137409	10.61411	15.02748	2.087779
A3180	38.140411	-121.558813	North Mokelumne River	Mokelumne Tidal Transition Zone	10-21-2015	25.33962	20.32804	156.2372	7.549809	8.221107	2.303371	8.486063	4.058814	18.79649	20.33343	142.9951	0.077059	4.707226	6.709384	1.612705
A688	38.140817	-121.689861	Sacramento River	Western Delta Tidal Zone	10-21-2015	29.94766	19.9046	265.8095	7.716259	8.082727	2.105511	15.73599	4.451898	18.80657	19.8973	239.8205	0.128955	10.31647	15.5412	2.078152
A3178	38.143149	-121.560243	North Mokelumne River	Mokelumne Tidal Transition Zone	10-21-2015	25.83499	20.28395	155.3193	7.532773	8.025929	2.269222	8.270042	3.970845	18.53078	20.29201	141.9971	0.076621	4.88208	6.689064	1.598837
A686	38.143708	-121.689199	Sacramento River	Western Delta Tidal Zone	10-21-2015	29.45038	19.94321	262.3655	7.718846	8.127866	2.101481	14.11623	4.405623	17.82095	19.94067	235.5663	0.126621	9.311879	17.72059	1.974164
A3176	38.144971	-121.557312	North Mokelumne River	Mokelumne Tidal Transition Zone	10-21-2015	25.80153	20.28856	155.3549	7.534663	8.067554	2.251984	8.298158	3.980525	18.4509	20.29751	142.0675	0.07664	4.844326	6.788296	1.600642
A684	38.146499	-121.688278	Sacramento River	Western Delta Tidal Zone	10-21-2015	29.28889	19.95702	251.6567	7.719692	8.143751	2.1043	12.66529	4.376332	16.93396	19.95626	225.0168	0.120707	8.936444	18.72937	1.881014
A4383	38.072749	-121.57151	Old River	Central Delta Tidal Zone	10-21-2015	24.35048	20.64835	480.9085	7.75346	8.358089	1.886196	18.51728	5.892808	16.74977	20.64655	440.699	0.238026	7.283959	14.16646	2.25671
A3455	38.08158	-121.68109	San Joaquin River	Central Delta Tidal Zone	10-21-2015	25.88632	20.11645	1381.007	7.877939	8.43872	1.487421	11.09193	5.899977	12.1348	20.33461	952.8241	0.130722	10.71177	17.84988	1.780002
A3577	38.093158	-121.576492	San Joaquin River	Central Delta Tidal Zone	10-21-2015	26.95801	20.40413	394.0815	7.695204	8.06929	1.682816	13.39153	5.508829	15.90832	20.57751	360.7992	0.08969	7.144512	11.76679	1.927636
