CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Region	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA	Water Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Water Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Green Algae (%) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	Cryptophyta (%) (FP) SA	estDIN (uM) SA	estDOC (mg-C/L) SA	estDON (uM) SA	estTDN (uM) SA	NH4 (uM) (DS) SA	Orthophosphate (uM) (DS) SA
A3241	38.21387	-121.49579	Mokelumne Tidal Transition Zone	South Mokelumne River	Oct-2022	7.11	19.89	111.64	7.60	9.17	100.63	2.17	1.68	13.63	4.44	14.17	19.88	101.7	0.06	3.73	1.40	1.91	0.87	7.94	47.20	17.68	23.81	10.99	7.81	1.47	7.37	15.18	0.68	0.70
A1015	38.08113	-122.08101	Suisun Bay	Suisun Bay	Oct-2022	18.16	18.59	25513.63	7.72	9.08	106.54	10.13	2.17	25.97	5.06	29.39	18.64	22661.3	15.80	4.00	2.26	4.12	0.30	10.75	37.40	21.27	38.09	2.77	21.03	2.22	12.31	33.36	2.74	1.46
A966	38.05026	-122.10129	Suisun Bay	Suisun Bay	Oct-2022	18.00	18.44	27106.63	7.68	8.91	104.89	10.64	1.73	25.70	4.11	29.02	18.50	24748.2	17.46	3.70	2.47	3.01	0.12	9.34	39.63	26.51	32.19	1.22	21.94	2.21	12.20	34.18	3.77	1.83
A2291	38.32594	-121.68480	Cache Slough Complex	Stairstep	Oct-2022	2.79	19.00	226.83	7.23	7.12	76.82	3.29	1.77	46.11	4.09	50.48	19.04	208.2	0.11	1.68	2.03	1.42	0.53	5.64	29.77	36.30	24.93	9.15	4.60	3.45	20.36	24.86	1.87	4.34
A624	38.16365	-121.60833	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	10.97	19.79	134.05	7.50	8.65	94.74	1.72	0.47	12.02	1.35	12.77	19.78	125.0	0.07	0.26	1.81	0.67	0.18	2.90	8.80	62.32	23.11	6.10	12.57	1.37	6.73	19.30	1.51	0.85
A5886	37.83202	-121.55386	South Delta Tidal Transition Zone	West Canal	Oct-2022	5.64	21.32	519.98	7.38	7.59	85.79	2.25	2.16	38.83	5.10	40.55	21.41	501.1	0.26	4.47	4.14	1.92	0.13	10.68	41.86	38.77	17.98	1.21	7.24	3.01	17.45	24.69	1.37	1.65
A3077	38.14790	-121.59976	North Delta Tidal Transition Zone	Georgiana Slough	Oct-2022	13.02	19.86	139.31	7.49	8.60	94.37	1.31	0.51	12.68	1.41	13.30	19.84	130.0	0.07	0.00	1.33	0.36	0.44	2.15	0.00	61.69	16.94	20.61	14.12	1.41	6.99	21.12	1.22	0.89
A5821	37.87506	-121.52190	South Delta Tidal Transition Zone	Victoria Canal	Oct-2022	3.49	21.33	458.91	7.53	8.35	94.33	2.03	2.36	38.76	5.50	40.29	21.42	442.0	0.23	4.53	3.84	2.60	0.22	11.20	40.36	34.17	23.11	1.95	4.27	3.00	17.42	21.68	0.80	1.54
A4102	38.16551	-121.48358	Mokelumne Tidal Transition Zone	Hog Slough	Oct-2022	2.32	20.69	138.01	7.74	9.45	105.38	2.13	2.34	23.86	5.61	25.09	20.70	128.6	0.07	3.91	1.60	2.99	0.91	9.49	41.51	17.07	30.91	9.55	2.61	2.10	11.46	14.38	0.51	0.99
A3755	38.00896	-121.45539	Central Delta Tidal Transition Zone	San Joaquin River	Oct-2022	23.09	21.07	545.29	7.33	7.33	82.43	2.53	2.11	51.31	5.31	56.21	21.05	525.1	0.28	2.22	2.54	2.94	0.33	8.09	27.46	31.45	36.27	4.08	25.57	3.77	22.45	48.22	1.72	4.19
A412	38.37254	-121.52280	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	13.11	20.00	138.07	7.54	8.87	97.62	1.13	0.35	12.43	0.99	13.00	20.03	128.7	0.07	0.64	2.33	0.39	0.00	3.37	19.06	68.79	11.40	0.08	14.46	1.40	6.89	21.34	1.37	1.07
A3045	38.17239	-121.58012	North Delta Tidal Transition Zone	Georgiana Slough	Oct-2022	11.36	19.81	136.71	7.47	8.55	93.69	1.20	0.59	12.58	1.61	13.15	19.80	127.7	0.07	0.04	1.33	0.47	0.49	2.34	0.60	57.65	20.31	20.78	12.62	1.41	6.95	19.58	1.21	0.84
A3636	38.07450	-121.56837	Central Delta Tidal Transition Zone	San Joaquin River	Oct-2022	4.73	20.03	550.56	7.91	9.03	99.55	5.73	3.33	22.81	7.43	24.83	20.05	509.3	0.27	0.62	3.00	6.91	0.00	10.50	5.75	28.49	65.52	0.06	5.53	2.03	11.04	16.65	0.77	0.84
A3666	38.06226	-121.53381	Central Delta Tidal Transition Zone	San Joaquin River	Oct-2022	2.86	20.27	511.46	7.77	9.08	100.57	3.73	4.22	27.56	9.09	29.70	20.30	478.7	0.26	0.79	2.90	7.00	0.01	10.86	8.40	28.53	61.69	0.06	4.13	2.32	12.94	17.30	0.98	1.37
A546	38.23932	-121.53710	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	11.08	19.82	134.96	7.50	8.68	95.13	1.06	0.52	12.32	1.57	12.92	19.82	126.1	0.07	0.58	1.70	0.78	0.24	3.32	17.59	51.36	23.60	7.29	12.49	1.39	6.85	19.34	1.36	0.86
A3706	38.03455	-121.48452	Central Delta Tidal Transition Zone	San Joaquin River	Oct-2022	6.92	20.44	467.02	7.42	7.88	87.55	3.33	4.42	36.64	10.87	40.05	20.43	440.7	0.23	0.92	2.44	7.63	0.11	11.16	9.65	23.32	65.22	1.28	8.23	2.87	16.58	24.94	1.05	2.02
A246	38.53462	-121.52092	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	3.12	19.33	120.67	7.62	9.00	97.75	1.69	0.35	11.04	1.04	11.43	19.37	111.4	0.06	0.63	2.75	0.38	0.00	3.77	16.74	73.00	10.00	0.07	4.32	1.31	6.34	10.66	1.25	0.69
A3383	38.13231	-121.57057	Mokelumne Tidal Transition Zone	Mokelumne River	Oct-2022	10.28	20.68	137.95	7.76	9.22	102.79	1.15	0.89	13.67	2.72	14.13	20.70	131.0	0.07	2.20	1.09	0.71	0.98	4.99	43.56	22.08	14.51	19.59	11.59	1.47	7.39	19.01	1.30	0.94
A755	38.07283	-121.77116	Western Delta Tidal Transition Zone	Sacramento River	Oct-2022	10.36	19.62	1938.26	7.68	8.76	96.16	7.64	0.91	18.58	2.54	20.42	19.66	1787.2	1.02	1.08	2.69	2.22	0.00	5.95	18.15	45.10	37.27	0.00	11.57	1.77	9.35	20.93	1.18	1.20
A3402	38.11062	-121.58097	Mokelumne Tidal Transition Zone	Mokelumne River	Oct-2022	9.46	20.28	194.91	7.63	8.85	97.96	1.66	1.15	15.26	3.20	16.05	20.26	185.0	0.10	1.11	1.46	1.78	0.54	4.93	23.91	30.44	33.32	11.58	9.99	1.57	8.03	18.25	1.08	0.95
A594	38.19213	-121.56968	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	11.51	19.80	134.95	7.50	8.71	95.42	1.19	0.46	12.39	1.36	13.08	19.80	125.8	0.07	0.44	1.86	0.69	0.18	3.17	13.45	58.72	21.76	6.08	13.04	1.40	6.88	19.94	1.32	0.87
A3141	38.21879	-121.50672	Mokelumne Tidal Transition Zone	North Mokelumne River	Oct-2022	10.46	20.24	131.89	7.56	8.79	97.15	1.60	1.10	12.59	3.12	13.07	20.26	124.2	0.07	2.28	1.09	1.07	1.05	5.49	41.37	19.82	19.52	19.21	10.67	1.41	6.96	17.69	0.92	0.79
A3199	38.15355	-121.53556	Mokelumne Tidal Transition Zone	North Mokelumne River	Oct-2022	10.86	20.47	137.83	7.62	8.91	98.95	1.47	1.62	13.63	4.01	14.10	20.48	130.1	0.07	2.91	0.74	1.21	1.37	6.24	46.64	11.83	19.37	22.02	11.78	1.47	7.37	19.17	0.94	0.85
A864	38.05444	-121.94416	Suisun Bay	Suisun Bay	Oct-2022	14.91	18.83	11746.20	7.72	8.96	100.17	6.78	2.99	25.06	6.47	27.60	18.88	10441.1	6.78	5.57	2.11	4.19	0.52	12.50	43.33	20.32	31.96	3.99	16.20	2.17	11.94	28.17	1.23	0.72
A3336	38.11613	-121.50160	Mokelumne Tidal Transition Zone	South Mokelumne River	Oct-2022	3.41	20.33	162.65	7.70	9.03	99.96	2.62	6.59	30.17	15.52	32.37	20.34	153.3	0.08	1.66	1.96	9.52	0.27	13.40	12.44	14.68	70.83	2.05	4.24	2.48	13.99	17.89	0.76	0.90
A5582	38.01675	-121.58187	Central Delta Tidal Transition Zone	Holland Cut	Oct-2022	3.48	20.39	573.14	7.83	9.03	100.22	5.67	2.23	25.72	5.31	27.37	20.45	560.8	0.30	1.53	3.71	4.11	0.00	9.36	16.47	39.72	43.61	0.00	4.69	2.21	12.21	16.90	1.29	1.26
A2798	38.29178	-121.63061	North Delta Tidal Transition Zone	Miner Slough	Oct-2022	10.52	20.22	135.34	7.50	8.78	97.01	0.99	0.32	12.40	1.22	12.83	20.25	127.2	0.07	0.68	1.07	0.18	0.72	2.67	25.54	40.20	6.77	27.11	12.04	1.40	6.88	18.94	1.47	0.82
A675	38.15890	-121.68290	Western Delta Tidal Transition Zone	Sacramento River	Oct-2022	8.27	19.81	192.31	7.66	9.13	100.13	3.07	0.83	16.71	2.41	18.22	19.73	166.2	0.08	0.62	2.39	1.54	0.05	4.62	13.32	51.97	33.25	1.09	11.39	1.66	8.60	19.97	3.07	1.58
A3140	38.22023	-121.50709	Mokelumne Tidal Transition Zone	North Mokelumne River	Oct-2022	10.24	20.20	130.60	7.55	8.75	96.61	1.68	1.10	12.64	3.13	13.12	20.22	122.9	0.07	2.23	1.13	1.03	1.02	5.41	40.96	20.80	19.15	19.19	10.44	1.41	6.98	17.49	0.94	0.78
A2406	38.30128	-121.69280	Cache Slough Complex	Shag Slough	Oct-2022	2.66	19.46	202.73	7.67	8.54	92.95	1.89	3.02	37.88	6.94	40.23	19.49	183.1	0.10	2.61	1.97	3.21	2.49	10.33	25.11	19.57	30.87	23.96	3.63	2.95	17.07	19.81	1.13	3.52
A880	38.05652	-121.97136	Suisun Bay	Suisun Bay	Oct-2022	15.24	18.40	12760.00	7.69	9.26	103.00	5.73	3.02	25.77	6.73	28.33	18.43	11811.1	7.82	5.16	1.64	4.33	0.66	11.71	43.84	14.86	36.84	5.26	16.46	2.21	12.23	28.66	1.36	0.66
A5087	37.93255	-121.52727	South Delta Tidal Transition Zone	Middle River	Oct-2022	4.85	21.01	468.87	7.43	7.91	88.89	1.99	1.96	39.89	4.78	41.61	21.08	447.1	0.23	3.47	3.77	1.64	0.03	8.96	38.69	42.14	18.30	0.34	6.06	3.07	17.88	23.86	1.28	1.73
A2997	38.21963	-121.54337	North Delta Tidal Transition Zone	Georgiana Slough	Oct-2022	10.50	19.76	133.73	7.47	8.62	94.38	1.43	0.58	12.53	1.58	13.12	19.75	124.6	0.07	0.09	1.28	0.68	0.30	2.37	3.55	54.20	28.55	12.46	11.96	1.40	6.93	18.89	1.43	0.85
A3811	37.97084	-121.37388	San Joaquin Tidal Transition Zone	San Joaquin River	Oct-2022	57.65	22.21	792.70	7.42	6.57	75.57	2.69	1.64	46.36	4.22	50.22	22.19	774.1	0.40	2.42	2.23	0.80	1.10	6.59	36.65	33.93	12.11	16.66	62.11	3.47	20.46	82.45	4.14	9.98
A936	38.06780	-122.04758	Suisun Bay	Suisun Bay	Oct-2022	17.50	18.36	19677.45	7.70	9.03	103.10	8.24	1.41	26.69	3.38	29.73	18.41	17850.3	12.25	3.18	2.53	2.25	0.11	8.10	39.20	31.60	27.55	1.32	20.05	2.27	12.60	32.65	2.53	1.92
A2296	38.32177	-121.68893	Cache Slough Complex	Stairstep	Oct-2022	3.06	18.90	229.87	7.23	7.06	75.98	3.18	1.64	48.25	3.91	52.96	18.94	210.2	0.11	1.61	2.14	1.28	0.47	5.49	29.59	40.01	22.96	7.81	4.74	3.58	21.22	25.85	1.71	4.53
A1073	38.13246	-122.01591	Suisun Bay	Grizzly Bay	Oct-2022	16.77	19.02	16430.64	7.79	9.00	102.75	5.40	1.62	26.41	3.68	28.83	19.10	14988.4	9.96	3.95	2.78	2.03	0.04	8.81	44.76	31.53	22.98	0.45	18.15	2.25	12.49	30.63	1.34	0.75
A3156	38.20295	-121.51568	Mokelumne Tidal Transition Zone	North Mokelumne River	Oct-2022	10.67	20.44	136.10	7.73	9.21	102.18	1.30	1.09	12.34	3.17	12.76	20.45	128.6	0.07	2.33	0.88	1.11	1.25	5.63	41.38	16.03	19.73	22.10	11.60	1.39	6.85	18.45	0.92	0.86
A2806	38.28943	-121.64419	North Delta Tidal Transition Zone	Miner Slough	Oct-2022	10.30	20.14	135.95	7.51	8.78	96.88	1.24	0.44	12.38	1.36	12.90	20.16	127.6	0.07	0.75	1.11	0.26	0.68	2.82	26.46	39.41	9.29	24.19	11.56	1.40	6.87	18.45	1.28	0.81
A5124	37.90163	-121.49696	South Delta Tidal Transition Zone	Middle River	Oct-2022	3.71	21.08	473.04	7.39	7.83	88.10	2.18	2.21	38.33	5.23	40.00	21.16	453.5	0.24	4.30	3.86	1.94	0.03	10.19	42.22	37.94	18.98	0.32	4.63	2.98	17.25	21.89	0.88	1.64
A3563	38.03057	-121.76507	Western Delta Tidal Transition Zone	San Joaquin River	Oct-2022	10.73	19.39	4926.71	7.78	8.88	97.98	9.49	1.03	22.01	2.93	24.34	19.47	4364.3	2.63	2.98	3.47	1.58	0.00	8.07	36.88	42.98	19.51	0.00	12.30	1.98	10.73	23.02	1.67	0.66
A4778	38.05385	-121.45999	Central Delta Tidal Transition Zone	Disappointment Slough	Oct-2022	7.99	20.74	417.93	7.36	7.77	86.77	2.03	2.37	42.84	5.81	45.78	20.75	402.1	0.21	2.13	2.31	3.24	0.51	8.24	26.51	28.65	37.75	6.43	8.71	3.25	19.06	27.76	1.12	1.64
A831	38.04672	-121.88552	Western Delta Tidal Transition Zone	Sacramento River	Oct-2022	14.18	18.94	10383.34	7.72	9.09	101.28	6.40	3.85	24.58	8.10	26.98	18.99	9573.0	6.16	6.37	1.71	5.07	0.69	13.81	46.06	12.77	36.39	4.99	16.83	2.14	11.75	28.54	2.89	1.72
A3538	38.03698	-121.72222	Western Delta Tidal Transition Zone	San Joaquin River	Oct-2022	9.00	19.54	3169.66	7.86	9.03	99.34	7.72	1.00	21.43	2.62	23.48	19.61	2874.9	1.68	2.38	3.64	1.45	0.00	7.48	31.85	35.70	19.40	0.00	10.25	1.95	10.49	20.74	1.25	1.18
A834	38.04542	-121.89120	Suisun Bay	Sacramento River	Oct-2022	14.50	19.00	10971.03	7.75	9.09	101.68	6.03	3.76	24.67	8.03	27.04	19.06	10024.0	6.46	7.08	1.84	5.53	0.77	15.18	46.36	12.64	36.18	5.09	16.49	2.14	11.79	28.30	1.71	0.99
A5122	37.90321	-121.50042	South Delta Tidal Transition Zone	Middle River	Oct-2022	3.71	21.06	475.08	7.39	7.82	87.99	2.22	2.21	38.06	5.16	39.70	21.12	455.8	0.24	4.02	3.73	1.71	0.10	9.59	41.93	38.91	17.79	1.13	4.61	2.96	17.14	21.79	0.91	1.72
A3080	38.14389	-121.60035	North Delta Tidal Transition Zone	Georgiana Slough	Oct-2022	12.36	19.85	138.11	7.49	8.56	93.86	1.43	0.49	12.84	1.45	13.45	19.83	128.9	0.07	0.00	1.37	0.40	0.42	2.19	0.00	62.65	18.01	19.06	13.48	1.42	7.06	20.50	1.22	0.90
A3704	38.03606	-121.48725	Central Delta Tidal Transition Zone	San Joaquin River	Oct-2022	6.21	20.48	468.36	7.44	8.01	89.02	3.05	4.23	35.95	10.26	39.10	20.47	443.0	0.24	0.98	2.43	7.69	0.13	11.29	10.13	22.77	65.03	1.60	7.61	2.83	16.30	24.07	1.03	1.85
A3177	38.18081	-121.52789	Mokelumne Tidal Transition Zone	North Mokelumne River	Oct-2022	10.59	20.41	136.14	7.77	9.31	103.23	1.54	1.30	12.50	3.57	12.99	20.43	128.6	0.07	2.85	0.78	1.25	1.47	6.35	44.83	12.41	19.68	23.10	11.48	1.40	6.92	18.42	0.93	0.80
A1383	38.12790	-122.05567	Suisun Bay	Montezuma Slough	Oct-2022	18.06	18.71	18884.76	7.73	8.46	96.91	8.80	1.77	28.12	3.93	31.87	18.79	17130.7	11.60	3.50	2.95	2.59	0.00	9.07	38.52	32.72	28.45	0.02	19.76	2.36	13.17	32.78	1.73	1.10
A2563	38.18154	-121.66400	Western Delta Tidal Transition Zone	Cache Slough	Oct-2022	8.94	19.88	160.59	7.64	8.91	97.78	3.13	0.76	15.02	2.01	15.96	19.88	148.3	0.08	0.47	1.71	1.04	0.30	3.52	13.20	48.92	29.23	8.47	10.36	1.56	7.93	18.24	1.26	1.15
A3462	38.08771	-121.63653	Central Delta Tidal Transition Zone	San Joaquin River	Oct-2022	6.23	19.83	751.76	7.89	8.92	98.02	7.57	2.91	20.71	6.50	22.92	19.84	687.7	0.37	0.17	2.68	6.60	0.00	9.53	1.77	28.28	69.05	0.00	7.04	1.90	10.20	17.23	0.86	1.02
A6165	38.24543	-121.68186	Cache Slough Complex	Liberty Island	Oct-2022	6.78	19.93	151.78	7.79	9.01	99.24	2.42	0.66	16.86	1.90	17.56	19.98	142.4	0.08	0.61	1.30	0.82	0.76	3.46	17.55	37.73	23.90	21.35	7.91	1.67	8.66	16.61	1.26	1.29
A3729	38.01667	-121.46024	Central Delta Tidal Transition Zone	San Joaquin River	Oct-2022	18.67	20.95	515.93	7.34	7.47	83.88	2.80	2.08	47.58	5.09	52.09	20.94	495.5	0.26	2.07	2.46	3.02	0.38	7.93	26.15	31.04	38.08	4.82	20.56	3.54	20.95	41.68	1.41	3.77
A2431	38.26524	-121.69288	Cache Slough Complex	Shag Slough	Oct-2022	4.13	19.84	160.51	8.19	9.96	109.31	1.98	0.94	19.44	2.76	20.46	19.86	149.6	0.08	1.13	1.88	1.83	0.29	5.11	22.00	36.78	35.84	5.83	5.55	1.83	9.70	15.14	1.22	1.51
A3256	38.20134	-121.47640	Mokelumne Tidal Transition Zone	South Mokelumne River	Oct-2022	6.27	19.98	117.21	7.53	9.06	99.67	1.93	1.76	14.57	4.46	15.06	20.00	110.6	0.06	3.29	1.67	2.85	0.73	8.53	38.87	19.65	33.00	8.59	6.82	1.53	7.75	14.62	0.68	0.71
A5502	37.97211	-121.57908	South Delta Tidal Transition Zone	Rock Slough	Oct-2022	3.27	20.35	620.51	7.47	8.03	89.08	2.74	1.69	28.61	4.24	30.17	20.41	585.7	0.31	2.63	3.58	2.14	0.00	8.37	31.34	42.88	25.53	0.00	4.61	2.39	13.36	18.00	1.33	0.93
A4395	38.05979	-121.58222	Central Delta Tidal Transition Zone	Old River	Oct-2022	4.34	20.36	573.34	7.97	9.10	100.93	6.44	2.47	22.75	5.86	24.29	20.42	538.6	0.29	1.51	3.88	5.35	0.00	10.61	14.18	36.55	50.39	0.00	5.23	2.03	11.02	16.25	0.86	0.69
A4924	38.05092	-121.62710	Central Delta Tidal Transition Zone	False River	Oct-2022	4.30	20.36	762.58	7.96	9.20	102.01	4.67	1.90	21.94	4.65	23.32	20.41	728.6	0.39	1.73	3.86	3.90	0.00	9.58	18.17	40.45	40.49	0.00	5.21	1.98	10.70	15.93	1.02	0.82
A976	38.04365	-122.11888	Suisun Bay	Suisun Bay	Oct-2022	17.63	18.47	27199.41	7.69	9.16	107.93	8.86	1.98	25.62	4.45	28.68	18.53	24815.3	17.50	3.91	2.35	3.27	0.28	9.85	39.76	23.86	33.27	2.82	19.75	2.20	12.17	31.93	2.08	0.67
A2889	38.26708	-121.58788	North Delta Tidal Transition Zone	Steamboat Slough	Oct-2022	10.50	20.08	135.15	7.49	8.66	95.38	0.96	0.41	12.33	1.17	12.83	20.09	126.7	0.07	0.55	1.24	0.32	0.42	2.51	21.81	49.32	12.59	16.61	11.92	1.39	6.85	18.78	1.34	0.81
A4537	37.93967	-121.56130	South Delta Tidal Transition Zone	Old River	Oct-2022	3.64	20.73	574.43	7.45	7.96	88.96	2.49	1.90	31.46	4.57	32.86	20.81	543.6	0.29	3.83	3.87	2.19	0.00	9.95	38.49	39.16	21.71	0.06	4.58	2.56	14.51	19.23	0.86	0.94
A4943	38.06075	-121.60240	Central Delta Tidal Transition Zone	False River	Oct-2022	3.23	20.33	615.25	7.92	8.97	99.51	3.38	1.39	24.18	3.76	25.51	20.40	562.7	0.30	1.58	3.77	3.48	0.00	8.92	17.78	42.33	38.86	0.00	4.49	2.12	11.59	16.05	1.17	1.03
A5580	38.01964	-121.58231	Central Delta Tidal Transition Zone	Holland Cut	Oct-2022	3.62	20.42	548.68	7.85	9.06	100.60	6.06	2.31	25.55	5.37	27.24	20.48	531.3	0.28	1.47	3.74	4.32	0.00	9.56	15.48	39.20	45.01	0.00	4.83	2.20	12.14	16.98	1.29	1.22
A3647	38.06274	-121.55810	Central Delta Tidal Transition Zone	San Joaquin River	Oct-2022	4.03	19.89	522.44	7.78	8.84	97.24	4.58	3.45	25.46	7.69	27.99	19.87	488.6	0.26	0.06	2.43	7.38	0.00	10.04	0.64	24.64	73.07	0.00	4.64	2.19	12.11	16.88	0.85	1.05
A4915	38.05428	-121.64137	Central Delta Tidal Transition Zone	False River	Oct-2022	4.83	20.27	811.49	7.98	9.07	100.50	6.36	2.38	21.41	5.72	23.03	20.33	743.7	0.40	1.58	3.75	5.48	0.00	10.77	14.83	35.08	50.41	0.00	5.80	1.95	10.48	16.28	1.00	0.96
A2865	38.29809	-121.58159	North Delta Tidal Transition Zone	Steamboat Slough	Oct-2022	12.14	19.98	136.18	7.48	8.78	96.50	1.39	0.52	12.62	1.24	13.13	19.99	127.3	0.07	0.64	1.31	0.34	0.29	2.58	24.95	47.29	13.22	11.24	13.65	1.41	6.97	20.61	1.37	0.85
A3313	38.13622	-121.50375	Mokelumne Tidal Transition Zone	South Mokelumne River	Oct-2022	4.39	20.35	161.25	7.60	8.82	97.71	2.01	3.46	28.11	7.45	29.86	20.36	152.3	0.08	2.76	1.81	6.62	0.76	12.00	24.42	15.71	52.42	7.02	4.44	2.35	13.16	17.77	0.46	1.09
A3495	38.08011	-121.68110	Central Delta Tidal Transition Zone	San Joaquin River	Oct-2022	7.53	19.92	1588.40	7.91	8.87	97.84	7.45	1.21	20.30	3.35	21.97	19.99	1474.5	0.83	1.76	3.60	2.14	0.00	7.50	23.53	48.05	28.32	0.00	8.42	1.88	10.04	18.46	0.92	1.43
A4536	37.94172	-121.56169	South Delta Tidal Transition Zone	Old River	Oct-2022	3.59	20.70	580.99	7.45	7.97	89.03	2.45	1.87	31.01	4.53	32.38	20.77	551.2	0.29	3.79	3.87	2.17	0.01	9.89	38.33	39.37	21.65	0.06	4.53	2.53	14.32	19.03	0.86	0.92
A4192	38.09972	-121.49214	Mokelumne Tidal Transition Zone	Little Potato Slough	Oct-2022	2.08	20.41	197.53	7.86	9.41	104.38	3.33	13.74	30.07	32.05	32.32	20.41	185.2	0.10	1.56	2.38	27.37	0.00	31.71	6.05	8.46	84.13	0.07	2.47	2.47	13.95	16.48	0.43	0.80
A678	38.15496	-121.68563	Western Delta Tidal Transition Zone	Sacramento River	Oct-2022	8.45	19.82	212.12	7.64	9.08	99.60	3.12	0.82	16.56	2.39	18.10	19.75	165.9	0.08	0.66	2.35	1.46	0.09	4.58	14.43	51.46	31.74	2.07	12.14	1.65	8.54	20.69	3.64	1.64
A4805	38.04133	-121.43893	Central Delta Tidal Transition Zone	Disappointment Slough	Oct-2022	4.65	20.65	353.07	7.34	7.70	85.89	1.71	1.82	43.32	4.58	46.23	20.64	334.4	0.18	2.27	2.13	1.39	0.70	6.48	35.15	32.90	21.46	10.83	6.10	3.28	19.25	25.45	1.13	1.83
A288	38.49845	-121.55911	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	3.09	19.59	120.05	7.68	9.15	99.81	1.56	0.25	10.99	0.92	11.41	19.63	111.4	0.06	0.53	2.44	0.22	0.00	3.22	16.54	75.99	6.84	0.14	4.54	1.31	6.32	10.86	1.44	0.67
A2275	38.33621	-121.66741	Cache Slough Complex	Stairstep	Oct-2022	0.89	19.19	194.96	7.41	8.07	87.33	3.87	2.56	30.20	5.55	32.34	19.23	181.2	0.10	2.08	1.49	2.26	1.86	7.73	27.22	20.68	28.29	23.18	2.27	2.48	14.00	15.93	1.44	2.85
A943	38.06474	-122.06008	Suisun Bay	Suisun Bay	Oct-2022	18.03	18.42	20348.91	7.69	9.06	103.78	14.10	1.80	26.13	4.33	29.86	18.48	18826.7	12.95	3.64	2.67	3.07	0.10	9.52	38.28	28.07	32.14	1.05	20.71	2.23	12.37	33.12	2.75	1.90
A637	38.16893	-121.63028	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	9.29	19.73	130.29	7.50	8.68	94.97	2.18	0.41	11.68	1.32	12.59	19.73	121.1	0.07	0.25	2.05	0.66	0.07	3.04	8.08	67.34	21.88	2.49	10.55	1.35	6.59	17.15	1.28	0.86
A3433	38.10082	-121.59409	Central Delta Tidal Transition Zone	San Joaquin River	Oct-2022	3.99	19.87	514.19	7.75	8.98	98.65	4.38	2.96	22.91	6.91	25.23	19.84	483.0	0.26	0.02	2.42	6.35	0.01	8.89	0.35	27.40	71.12	0.17	4.68	2.04	11.08	15.80	0.95	0.84
A774	38.05821	-121.80104	Western Delta Tidal Transition Zone	Sacramento River	Oct-2022	10.96	19.19	3416.58	7.63	9.12	99.73	6.98	1.86	20.30	4.43	22.41	19.20	3506.7	2.10	2.98	2.22	3.44	0.00	8.62	34.48	25.93	39.80	0.00	12.59	1.88	10.04	22.65	1.63	1.09
A3931	38.09065	-121.68570	Western Delta Tidal Transition Zone	Threemile Slough	Oct-2022	7.35	19.62	1150.32	7.70	8.74	95.68	7.31	1.92	21.07	4.86	23.57	19.63	1053.2	0.59	0.16	2.35	4.09	0.09	6.78	2.42	34.80	60.16	1.36	8.30	1.93	10.35	18.61	0.98	1.16
A3551	38.02508	-121.74214	Western Delta Tidal Transition Zone	San Joaquin River	Oct-2022	9.69	19.39	3883.56	7.83	8.99	98.86	8.80	0.92	21.70	2.76	23.96	19.46	3552.7	2.11	2.57	3.66	1.39	0.00	7.63	33.72	48.54	18.24	0.00	11.28	1.96	10.60	21.88	1.55	1.37
A4212	38.07655	-121.50205	Central Delta Tidal Transition Zone	Little Potato Slough	Oct-2022	0.84	20.51	217.45	8.02	9.51	105.76	3.58	6.20	32.32	13.30	34.86	20.51	205.6	0.11	1.53	1.98	14.13	0.00	17.70	8.71	11.37	79.49	0.00	1.22	2.61	14.85	15.97	0.26	0.67
A2831	38.26199	-121.65041	North Delta Tidal Transition Zone	Miner Slough	Oct-2022	10.43	20.09	137.36	7.50	8.67	95.53	1.51	0.52	12.81	1.47	13.27	20.11	128.8	0.07	0.91	1.15	0.36	0.62	3.04	30.04	37.92	11.87	20.42	11.71	1.42	7.04	18.76	1.26	0.84
A3158	38.20311	-121.51938	Mokelumne Tidal Transition Zone	North Mokelumne River	Oct-2022	10.39	20.43	135.90	7.74	9.20	102.04	1.33	1.16	12.30	3.28	12.72	20.45	128.2	0.07	2.44	0.86	1.19	1.29	5.82	41.89	14.43	20.45	22.25	11.37	1.39	6.84	18.20	0.94	0.86
