CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Region	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA	NH4 (uM) (Tline) SA	Water Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	Water Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Green Algae (%) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	Cryptophyta (%) (FP) SA	estDIN (uM) SA	estDOC (mg-C/L) SA	estDON (uM) SA	estTDN (uM) SA	Orthophosphate (uM) SA
A2391	38.32331	-121.69343	Cache Slough Complex	Shag Slough	May-2022	2.52	0.90	19.02	322.91	7.92	7.70	83.10	7.41	3.81	40.43	4.50	18.94	288.0	0.16	0.00	1.31	1.89	0.62	3.82	0.04	34.52	49.35	16.16	3.41	3.63	19.77	23.19	6.85
A2305	38.32490	-121.66724	Cache Slough Complex	Liberty Cut	May-2022	1.63	0.24	19.18	257.48	8.58	8.30	89.83	8.26	2.45	30.28	2.57	19.15	231.7	0.13	0.00	1.11	0.39	0.49	1.98	0.00	49.79	19.39	24.69	1.88	2.88	15.71	17.58	4.07
A2291	38.32594	-121.68480	Cache Slough Complex	Stairstep	May-2022	2.06	0.86	19.12	288.91	8.20	7.80	84.36	8.48	2.92	35.46	3.24	19.07	257.5	0.14	0.00	1.20	0.87	0.48	2.54	0.00	47.85	32.63	19.56	2.92	3.26	17.78	20.71	5.24
A2389	38.32627	-121.69351	Cache Slough Complex	Shag Slough	May-2022	2.55	1.01	19.06	313.73	8.00	7.75	83.67	7.49	3.61	39.11	4.22	19.01	279.5	0.15	0.00	1.25	1.64	0.59	3.49	0.00	36.92	45.38	17.41	3.55	3.53	19.24	22.80	6.31
A2303	38.32783	-121.66725	Cache Slough Complex	Liberty Cut	May-2022	1.69	0.24	19.00	262.09	8.51	8.33	89.89	9.13	2.51	30.88	2.68	18.95	235.3	0.13	0.00	1.15	0.46	0.49	2.10	0.00	53.55	21.95	23.20	1.95	2.93	15.95	17.89	3.96
A2289	38.32871	-121.68453	Cache Slough Complex	Stairstep	May-2022	2.11	0.94	19.21	279.94	8.32	7.91	85.72	8.12	2.77	34.09	3.02	19.16	249.4	0.14	0.00	1.14	0.70	0.49	2.33	0.00	49.94	28.39	21.76	3.06	3.16	17.23	20.29	5.09
A2287	38.32907	-121.68091	Cache Slough Complex	Stairstep	May-2022	1.93	0.81	19.26	270.16	8.46	8.07	87.48	8.09	2.65	32.81	2.86	19.17	244.4	0.13	0.00	1.11	0.55	0.49	2.14	0.00	51.52	25.00	23.46	2.73	3.07	16.72	19.46	4.73
A2285	38.32910	-121.67723	Cache Slough Complex	Stairstep	May-2022	1.86	0.67	19.19	268.18	8.50	8.13	88.08	8.37	2.70	32.97	2.90	19.10	243.2	0.13	0.00	1.12	0.58	0.52	2.20	0.00	49.73	26.03	23.67	2.52	3.08	16.79	19.32	4.45
A2301	38.33078	-121.66726	Cache Slough Complex	Liberty Cut	May-2022	1.70	0.25	18.96	263.29	8.49	8.32	89.66	9.65	2.53	31.14	2.72	18.89	236.5	0.13	0.00	1.18	0.49	0.47	2.14	0.00	55.02	22.73	21.86	2.02	2.94	16.05	18.05	3.91
A2283	38.33081	-121.67576	Cache Slough Complex	Stairstep	May-2022	1.95	0.59	19.12	267.02	8.51	8.17	88.34	8.89	2.70	33.01	2.88	19.04	241.0	0.13	0.00	1.16	0.59	0.51	2.26	0.00	51.04	26.02	22.83	2.55	3.08	16.80	19.36	4.27
A2299	38.33362	-121.66728	Cache Slough Complex	Liberty Cut	May-2022	1.72	0.27	18.94	263.85	8.48	8.29	89.26	10.20	2.55	31.33	2.74	18.87	237.2	0.13	0.00	1.22	0.51	0.44	2.17	0.00	56.26	23.51	20.35	2.08	2.96	16.13	18.17	3.86
A2281	38.33376	-121.67562	Cache Slough Complex	Stairstep	May-2022	2.04	0.59	19.15	264.36	8.53	8.15	88.22	9.73	2.63	32.58	2.81	19.08	238.0	0.13	0.00	1.21	0.59	0.45	2.26	0.00	53.87	26.17	20.09	2.64	3.05	16.63	19.28	4.16
A2275	38.33621	-121.66741	Cache Slough Complex	Stairstep	May-2022	1.74	0.33	18.96	263.65	8.50	8.18	88.22	10.94	2.61	31.44	2.74	18.88	237.4	0.13	0.00	1.31	0.54	0.39	2.23	0.00	58.88	24.21	17.46	2.16	2.97	16.18	18.25	3.79
A2277	38.33614	-121.67100	Cache Slough Complex	Stairstep	May-2022	1.81	0.46	19.04	263.81	8.51	8.17	88.17	10.52	2.61	31.79	2.75	18.97	237.4	0.13	0.00	1.32	0.59	0.38	2.28	0.00	57.82	25.90	16.53	2.35	2.99	16.31	18.66	3.93
A2279	38.33618	-121.67461	Cache Slough Complex	Stairstep	May-2022	1.97	0.62	19.18	262.71	8.55	8.15	88.21	10.09	2.59	32.14	2.76	19.11	236.8	0.13	0.00	1.23	0.58	0.42	2.22	0.00	55.38	25.98	18.87	2.60	3.02	16.46	19.06	4.13
A2367	38.23914	-121.68238	Cache Slough Complex	Prospect Slough	May-2022	4.04	1.28	18.78	191.11	8.33	8.69	93.32	14.87	3.09	19.95	3.39	18.70	171.1	0.09	0.03	1.71	1.56	0.03	3.35	0.65	52.14	45.46	1.17	5.32	2.12	11.58	16.90	1.05
A2424	38.27518	-121.69669	Cache Slough Complex	Shag Slough	May-2022	3.02	0.82	18.57	200.82	8.36	9.08	97.06	5.05	2.22	22.02	2.28	18.50	181.4	0.10	0.00	0.97	0.23	0.36	1.57	0.04	61.81	14.30	22.92	3.92	2.27	12.41	16.30	3.29
A2334	38.28276	-121.66437	Cache Slough Complex	Prospect Slough	May-2022	0.49	0.15	18.94	220.69	8.77	8.69	93.59	13.30	2.46	24.71	2.53	18.85	198.2	0.11	0.00	1.56	0.53	0.12	2.21	0.00	70.53	23.82	5.43	0.89	2.47	13.48	14.56	3.51
A2328	38.29175	-121.66590	Cache Slough Complex	Prospect Slough	May-2022	0.73	0.20	19.10	227.68	8.77	8.57	92.63	13.19	2.53	26.16	2.60	19.04	204.1	0.11	0.00	1.51	0.47	0.24	2.22	0.01	67.67	21.27	11.09	1.36	2.58	14.06	15.51	4.03
A2526	38.22942	-121.67459	Cache Slough Complex	Cache Slough	May-2022	7.55	1.47	18.82	176.87	8.10	8.88	95.42	8.75	3.14	18.14	3.71	18.74	159.2	0.09	0.08	1.24	1.75	0.23	3.31	0.89	41.72	51.35	5.92	9.02	1.98	10.86	19.87	1.07
A2110	38.23227	-121.67358	Cache Slough Complex	Sacramento Deep Water Shipping Channel	May-2022	6.30	1.33	18.93	178.24	8.22	8.97	96.57	9.60	3.49	17.89	4.03	18.90	156.8	0.09	0.17	1.25	2.11	0.32	3.88	2.19	40.25	50.57	6.56	7.63	1.96	10.76	18.39	1.05
A2523	38.23343	-121.67660	Cache Slough Complex	Cache Slough	May-2022	5.98	1.36	18.79	184.19	8.22	8.80	94.52	10.86	2.92	19.12	3.29	18.71	164.6	0.09	0.00	1.44	1.29	0.12	2.83	0.00	50.10	45.92	4.32	7.34	2.05	11.25	18.58	1.06
A2520	38.23535	-121.68131	Cache Slough Complex	Cache Slough	May-2022	4.81	1.26	18.79	189.17	8.29	8.68	93.19	13.65	2.95	19.75	3.23	18.71	169.5	0.09	0.00	1.61	1.23	0.09	2.93	0.00	54.40	42.00	3.41	6.07	2.10	11.50	17.57	1.05
A2516	38.24044	-121.68556	Cache Slough Complex	Cache Slough	May-2022	5.10	1.06	18.71	185.97	8.26	8.79	94.23	11.84	3.08	19.45	3.45	18.63	166.3	0.09	0.04	1.53	1.78	0.06	3.42	0.82	45.64	51.14	2.12	6.16	2.08	11.38	17.54	1.06
A2365	38.24087	-121.67942	Cache Slough Complex	Prospect Slough	May-2022	2.49	1.24	18.79	197.19	8.44	8.71	93.59	17.04	2.94	20.60	3.14	18.72	175.9	0.10	0.00	1.84	1.25	0.01	3.08	0.00	57.80	41.41	0.85	3.73	2.16	11.84	15.57	1.07
A2514	38.24253	-121.68796	Cache Slough Complex	Cache Slough	May-2022	6.51	0.72	18.64	180.28	8.16	8.86	94.89	8.07	2.93	19.01	3.33	18.56	161.2	0.09	0.01	1.28	1.71	0.15	3.15	0.23	41.61	52.43	5.54	7.23	2.05	11.21	18.44	1.09
A2623	38.24408	-121.69217	Cache Slough Complex	Lindsey Slough	May-2022	6.52	0.27	18.68	183.67	8.14	8.82	94.51	6.18	2.53	20.29	2.78	18.61	165.2	0.09	0.00	1.14	0.80	0.29	2.23	0.11	53.03	33.30	13.53	6.79	2.14	11.71	18.50	1.16
A2510	38.24530	-121.68792	Cache Slough Complex	Cache Slough	May-2022	6.39	0.55	18.63	180.77	8.16	8.90	95.25	7.76	2.77	19.11	3.14	18.55	161.6	0.09	0.00	1.24	1.44	0.19	2.87	0.00	45.01	47.41	7.77	6.94	2.05	11.25	18.19	1.12
A2619	38.24648	-121.69786	Cache Slough Complex	Lindsey Slough	May-2022	5.98	0.64	18.75	189.06	8.16	8.69	93.26	6.02	2.73	21.47	2.95	18.67	169.5	0.09	0.10	1.18	0.78	0.21	2.28	2.65	54.93	31.74	10.66	6.62	2.23	12.19	18.81	1.32
A2594	38.25631	-121.73121	Cache Slough Complex	Lindsey Slough	May-2022	9.88	1.54	18.77	215.23	8.19	8.68	93.17	5.03	2.57	27.41	2.84	18.69	193.0	0.11	0.00	1.29	0.64	0.31	2.24	0.00	57.55	28.19	14.03	11.42	2.67	14.56	25.98	2.79
A2500	38.25716	-121.69275	Cache Slough Complex	Cache Slough	May-2022	5.11	0.74	18.68	188.44	8.20	8.84	94.78	6.39	2.47	20.26	2.60	18.61	169.4	0.09	0.09	1.07	0.37	0.33	1.85	2.34	61.56	16.67	19.91	5.85	2.14	11.70	17.55	1.68
A2579	38.26043	-121.74978	Cache Slough Complex	Lindsey Slough	May-2022	10.03	1.98	18.45	222.79	8.12	8.66	92.34	5.41	2.78	27.74	3.10	18.37	198.3	0.11	0.04	1.53	0.94	0.14	2.67	1.32	57.23	35.07	5.14	11.97	2.69	14.70	26.67	3.31
A2497	38.26108	-121.69532	Cache Slough Complex	Cache Slough	May-2022	4.59	0.96	18.66	190.94	8.23	8.81	94.40	6.21	2.29	20.72	2.36	18.58	171.4	0.09	0.01	1.05	0.20	0.34	1.60	0.35	66.54	11.14	21.95	5.53	2.17	11.89	17.42	1.92
A2525	38.23073	-121.67543	Cache Slough Complex	Cache Slough	May-2022	6.74	1.41	18.82	179.78	8.17	8.88	95.41	9.52	3.07	18.48	3.55	18.76	161.2	0.09	0.07	1.31	1.63	0.21	3.23	0.81	44.73	48.61	5.48	8.15	2.01	10.99	19.15	1.06
A2522	38.23430	-121.67803	Cache Slough Complex	Cache Slough	May-2022	5.10	1.33	18.79	187.96	8.28	8.77	94.18	12.22	2.89	19.54	3.18	18.72	167.0	0.09	0.00	1.55	1.16	0.07	2.73	0.00	53.31	43.94	3.41	6.43	2.09	11.42	17.85	1.05
A2518	38.23753	-121.68396	Cache Slough Complex	Cache Slough	May-2022	4.24	1.25	18.79	190.93	8.32	8.67	93.08	14.47	3.06	19.98	3.32	18.71	171.3	0.09	0.03	1.68	1.43	0.06	3.21	0.72	53.21	43.36	2.21	5.49	2.12	11.59	17.08	1.05
A2366	38.23970	-121.68027	Cache Slough Complex	Prospect Slough	May-2022	3.50	1.26	18.79	193.57	8.37	8.70	93.43	16.03	2.97	20.21	3.23	18.72	173.2	0.10	0.00	1.77	1.32	0.04	3.14	0.00	56.10	42.18	1.34	4.76	2.14	11.68	16.45	1.05
A2515	38.24134	-121.68701	Cache Slough Complex	Cache Slough	May-2022	6.01	0.87	18.68	182.68	8.19	8.80	94.30	9.35	3.01	19.29	3.39	18.60	163.5	0.09	0.03	1.37	1.75	0.12	3.28	0.66	43.14	51.36	4.41	6.88	2.07	11.32	18.20	1.07
A2364	38.24166	-121.67812	Cache Slough Complex	Prospect Slough	May-2022	2.43	1.22	18.81	198.12	8.45	8.70	93.49	16.91	2.96	20.67	3.14	18.76	175.3	0.10	0.00	1.83	1.13	0.01	2.91	0.00	58.23	40.83	1.27	3.65	2.17	11.87	15.52	1.07
A2621	38.24447	-121.69559	Cache Slough Complex	Lindsey Slough	May-2022	6.19	0.40	18.72	187.54	8.14	8.71	93.42	5.68	2.41	21.38	2.58	18.64	168.2	0.09	0.00	1.15	0.54	0.27	1.93	0.00	60.21	25.98	14.47	6.59	2.22	12.15	18.75	1.23
A2624	38.24426	-121.69022	Cache Slough Complex	Lindsey Slough	May-2022	6.52	0.27	18.68	183.67	8.14	8.82	94.51	6.18	2.53	20.29	2.78	18.61	165.2	0.09	0.00	1.14	0.80	0.29	2.23	0.11	53.03	33.30	13.53	6.79	2.14	11.71	18.50	1.16
A2362	38.24444	-121.67631	Cache Slough Complex	Prospect Slough	May-2022	1.59	0.97	18.81	200.57	8.50	8.64	92.85	17.35	2.98	21.00	3.13	18.74	178.3	0.10	0.00	1.85	1.24	0.03	3.14	0.00	58.60	39.54	1.10	2.55	2.19	12.00	14.55	1.14
A2512	38.24418	-121.68424	Cache Slough Complex	Cache Slough	May-2022	5.53	0.73	18.63	183.15	8.22	8.89	95.18	9.71	2.87	19.15	3.23	18.55	163.3	0.09	0.00	1.38	1.60	0.12	3.10	0.00	45.77	49.55	4.96	6.26	2.06	11.26	17.52	1.11
A2618	38.24653	-121.69967	Cache Slough Complex	Lindsey Slough	May-2022	5.87	0.83	18.76	189.73	8.17	8.69	93.29	5.65	2.63	21.58	2.78	18.68	169.9	0.09	0.03	1.18	0.79	0.19	2.19	0.80	55.35	34.28	9.46	6.71	2.24	12.23	18.94	1.35
A2360	38.24692	-121.67489	Cache Slough Complex	Prospect Slough	May-2022	1.41	0.81	18.83	202.57	8.52	8.56	91.97	18.19	3.00	21.30	3.15	18.76	180.1	0.10	0.02	1.88	1.16	0.05	3.14	0.25	61.08	36.12	1.37	2.22	2.22	12.12	14.34	1.21
A2616	38.24665	-121.70338	Cache Slough Complex	Lindsey Slough	May-2022	5.67	1.09	18.78	191.46	8.19	8.68	93.19	5.25	2.49	21.84	2.56	18.70	171.3	0.09	0.00	1.13	0.65	0.20	1.98	0.00	57.36	31.78	10.86	6.77	2.26	12.34	19.11	1.44
A2614	38.24740	-121.70651	Cache Slough Complex	Lindsey Slough	May-2022	5.58	1.14	18.81	193.75	8.21	8.67	93.14	5.24	2.75	22.20	2.74	18.72	173.5	0.10	0.18	1.08	0.69	0.23	2.22	5.93	51.61	29.60	11.58	6.72	2.28	12.48	19.21	1.55
A2612	38.24717	-121.70966	Cache Slough Complex	Lindsey Slough	May-2022	5.56	1.17	18.82	195.06	8.22	8.67	93.17	5.24	2.77	22.50	2.76	18.74	174.7	0.10	0.23	1.07	0.71	0.25	2.30	7.35	49.65	29.17	12.17	6.74	2.31	12.60	19.34	1.61
A2508	38.24823	-121.68692	Cache Slough Complex	Cache Slough	May-2022	5.79	0.36	18.65	183.69	8.18	8.90	95.34	7.49	2.57	19.49	2.81	18.57	164.8	0.09	0.01	1.20	0.91	0.26	2.37	0.20	54.13	32.61	13.24	6.14	2.08	11.39	17.54	1.24
A2358	38.24941	-121.67364	Cache Slough Complex	Prospect Slough	May-2022	1.31	0.70	18.84	204.73	8.55	8.48	91.17	18.89	3.00	21.67	3.15	18.76	181.8	0.10	0.04	1.89	1.04	0.08	3.08	0.48	64.50	31.62	2.09	1.99	2.24	12.27	14.27	1.29
A2610	38.24949	-121.71149	Cache Slough Complex	Lindsey Slough	May-2022	5.62	1.17	18.82	196.94	8.23	8.70	93.49	5.13	2.66	22.94	2.68	18.75	176.7	0.10	0.20	1.04	0.60	0.29	2.16	6.29	51.82	24.73	15.78	6.78	2.34	12.78	19.54	1.74
A2608	38.24999	-121.71480	Cache Slough Complex	Lindsey Slough	May-2022	5.86	1.18	18.84	200.70	8.25	8.71	93.65	4.97	2.27	23.93	2.38	18.76	180.4	0.10	0.02	1.04	0.27	0.36	1.70	0.70	61.93	15.07	21.76	7.02	2.41	13.17	20.18	1.96
A2506	38.25095	-121.68770	Cache Slough Complex	Cache Slough	May-2022	5.31	0.32	18.67	185.90	8.19	8.88	95.13	7.58	2.45	19.77	2.63	18.59	166.8	0.09	0.01	1.19	0.61	0.30	2.10	0.23	59.46	24.06	16.62	5.63	2.10	11.51	17.14	1.33
A2606	38.25047	-121.71806	Cache Slough Complex	Lindsey Slough	May-2022	6.07	1.21	18.84	202.37	8.25	8.70	93.57	4.94	2.26	24.37	2.38	18.77	181.9	0.10	0.01	1.06	0.26	0.36	1.70	0.24	62.67	15.02	21.41	7.27	2.44	13.35	20.60	2.03
A2604	38.25127	-121.72147	Cache Slough Complex	Lindsey Slough	May-2022	6.63	1.30	18.86	205.57	8.25	8.70	93.56	4.89	2.30	25.18	2.46	18.78	184.6	0.10	0.00	1.10	0.32	0.36	1.79	0.00	61.39	17.88	20.37	7.92	2.50	13.67	21.60	2.20
A2602	38.25214	-121.72480	Cache Slough Complex	Lindsey Slough	May-2022	7.54	1.35	18.85	208.83	8.23	8.68	93.39	4.90	2.39	26.00	2.57	18.78	187.5	0.10	0.00	1.13	0.42	0.38	1.92	0.00	59.05	21.51	19.86	8.90	2.56	14.00	22.90	2.43
A2356	38.25199	-121.67245	Cache Slough Complex	Prospect Slough	May-2022	0.92	0.64	18.81	209.08	8.60	8.39	90.10	18.49	2.78	22.49	2.86	18.72	186.4	0.10	0.01	1.82	0.73	0.09	2.66	0.07	70.12	25.37	3.73	1.55	2.30	12.60	14.15	1.46
A2504	38.25389	-121.68771	Cache Slough Complex	Cache Slough	May-2022	4.74	0.34	18.68	188.72	8.22	8.83	94.61	7.69	2.35	20.12	2.45	18.60	169.2	0.09	0.00	1.16	0.35	0.32	1.82	0.00	64.47	16.96	19.07	5.08	2.13	11.65	16.73	1.53
A2600	38.25464	-121.72459	Cache Slough Complex	Lindsey Slough	May-2022	7.88	1.28	18.85	209.90	8.23	8.69	93.42	4.95	2.43	26.27	2.63	18.77	188.4	0.10	0.00	1.16	0.45	0.37	1.98	0.00	58.76	22.74	18.81	9.16	2.58	14.11	23.26	2.51
A2354	38.25481	-121.67126	Cache Slough Complex	Prospect Slough	May-2022	0.80	0.74	18.82	212.37	8.64	8.32	89.45	16.11	2.63	23.11	2.67	18.73	189.0	0.10	0.01	1.68	0.46	0.14	2.28	0.08	74.87	18.91	6.11	1.54	2.35	12.85	14.38	1.58
A2591	38.25621	-121.73535	Cache Slough Complex	Lindsey Slough	May-2022	10.53	1.77	18.72	217.61	8.18	8.71	93.38	5.06	2.64	27.73	2.91	18.63	194.9	0.11	0.00	1.34	0.71	0.29	2.36	0.00	57.06	30.16	12.25	12.30	2.69	14.69	26.99	2.91
A2502	38.25628	-121.68943	Cache Slough Complex	Cache Slough	May-2022	4.90	0.50	18.68	188.53	8.21	8.84	94.72	6.90	2.33	20.16	2.45	18.60	169.2	0.09	0.02	1.11	0.29	0.33	1.74	0.47	64.79	15.40	20.02	5.40	2.13	11.66	17.06	1.65
A2593	38.25649	-121.73258	Cache Slough Complex	Lindsey Slough	May-2022	10.26	1.67	18.75	216.49	8.18	8.68	93.19	5.03	2.61	27.60	2.88	18.66	194.0	0.11	0.00	1.32	0.67	0.30	2.31	0.00	57.36	29.00	13.05	11.93	2.68	14.64	26.57	2.85
A2589	38.25693	-121.73757	Cache Slough Complex	Lindsey Slough	May-2022	10.69	1.83	18.68	218.63	8.17	8.72	93.46	5.08	2.65	27.81	2.94	18.60	195.7	0.11	0.00	1.36	0.75	0.27	2.39	0.00	56.88	31.10	11.53	12.52	2.70	14.73	27.24	2.96
A2352	38.25757	-121.67132	Cache Slough Complex	Prospect Slough	May-2022	0.68	0.79	18.80	213.77	8.65	8.30	89.16	15.13	2.54	23.37	2.56	18.72	190.6	0.10	0.00	1.63	0.40	0.13	2.17	0.03	75.67	18.18	5.97	1.48	2.37	12.95	14.43	1.69
A2598	38.25749	-121.72565	Cache Slough Complex	Lindsey Slough	May-2022	8.25	1.20	18.84	211.02	8.23	8.71	93.65	4.98	2.46	26.52	2.68	18.76	189.4	0.10	0.00	1.19	0.49	0.36	2.03	0.03	58.57	23.98	17.71	9.45	2.60	14.21	23.66	2.59
A2596	38.25774	-121.72809	Cache Slough Complex	Lindsey Slough	May-2022	9.16	1.21	18.81	213.53	8.21	8.72	93.73	4.99	2.52	27.07	2.79	18.73	191.6	0.11	0.00	1.25	0.58	0.33	2.16	0.04	58.04	26.49	15.59	10.37	2.64	14.43	24.80	2.76
A2583	38.25862	-121.74494	Cache Slough Complex	Lindsey Slough	May-2022	10.39	1.98	18.54	221.68	8.14	8.67	92.65	5.20	2.66	27.79	3.02	18.46	197.8	0.11	0.01	1.47	0.86	0.19	2.54	0.21	57.96	33.81	7.49	12.36	2.70	14.72	27.08	3.20
A2436	38.25862	-121.69198	Cache Slough Complex	Shag Slough	May-2022	4.84	0.72	18.67	189.15	8.21	8.83	94.58	6.58	2.30	20.30	2.40	18.59	169.8	0.09	0.01	1.08	0.24	0.33	1.66	0.33	65.83	13.62	20.64	5.56	2.14	11.72	17.28	1.77
A2587	38.25916	-121.73919	Cache Slough Complex	Lindsey Slough	May-2022	10.82	1.83	18.64	219.92	8.16	8.73	93.51	5.07	2.65	27.88	2.99	18.56	196.7	0.11	0.00	1.39	0.78	0.25	2.44	0.00	57.17	31.95	10.49	12.64	2.70	14.75	27.39	3.08
A2585	38.25949	-121.74147	Cache Slough Complex	Lindsey Slough	May-2022	10.74	1.88	18.60	220.64	8.16	8.72	93.30	5.10	2.65	27.87	3.00	18.52	197.1	0.11	0.00	1.41	0.80	0.24	2.46	0.00	57.32	32.61	9.87	12.62	2.70	14.75	27.36	3.12
A2581	38.25960	-121.74744	Cache Slough Complex	Lindsey Slough	May-2022	10.22	2.02	18.51	222.03	8.14	8.65	92.44	5.30	2.70	27.75	3.04	18.43	197.9	0.11	0.02	1.51	0.90	0.15	2.60	0.61	57.99	34.49	6.11	12.23	2.69	14.70	26.92	3.23
A2498	38.25974	-121.69458	Cache Slough Complex	Cache Slough	May-2022	4.59	0.96	18.66	190.94	8.23	8.81	94.40	6.21	2.29	20.72	2.36	18.58	171.4	0.09	0.01	1.05	0.20	0.34	1.60	0.35	66.54	11.14	21.95	5.53	2.17	11.89	17.42	1.92
A2350	38.26035	-121.67035	Cache Slough Complex	Prospect Slough	May-2022	0.56	0.90	18.74	214.74	8.65	8.27	88.76	15.00	2.48	23.52	2.52	18.67	192.1	0.11	0.00	1.65	0.46	0.08	2.20	0.00	74.90	20.79	3.86	1.47	2.38	13.01	14.48	1.92
A2578	38.26052	-121.75170	Cache Slough Complex	Lindsey Slough	May-2022	9.93	2.01	18.43	223.05	8.12	8.67	92.43	5.50	2.83	27.73	3.13	18.34	198.4	0.11	0.05	1.54	0.97	0.12	2.73	1.89	56.65	35.42	4.31	11.88	2.69	14.69	26.57	3.32
A2576	38.26018	-121.75471	Cache Slough Complex	Lindsey Slough	May-2022	9.87	2.04	18.40	223.41	8.11	8.67	92.37	5.57	2.89	27.74	3.16	18.31	198.5	0.11	0.07	1.55	0.99	0.11	2.77	2.50	55.86	35.71	3.92	11.85	2.69	14.69	26.53	3.35
A2434	38.26150	-121.69208	Cache Slough Complex	Shag Slough	May-2022	4.58	0.81	18.66	190.51	8.23	8.81	94.32	6.74	2.26	20.53	2.34	18.57	171.0	0.09	0.00	1.09	0.20	0.33	1.61	0.00	67.53	12.29	20.59	5.40	2.16	11.81	17.21	1.88
A2348	38.26339	-121.66938	Cache Slough Complex	Prospect Slough	May-2022	0.50	1.02	18.73	215.47	8.67	8.27	88.70	15.52	2.51	23.60	2.54	18.65	192.6	0.11	0.00	1.70	0.52	0.05	2.28	0.02	74.52	22.54	2.15	1.52	2.39	13.04	14.56	2.07
A2432	38.26388	-121.69241	Cache Slough Complex	Shag Slough	May-2022	3.99	0.92	18.63	193.33	8.28	8.81	94.26	6.63	2.26	21.09	2.33	18.55	173.5	0.10	0.00	1.08	0.16	0.34	1.59	0.00	67.94	10.24	21.49	4.88	2.20	12.04	16.93	2.16
A2346	38.26593	-121.66979	Cache Slough Complex	Prospect Slough	May-2022	0.53	1.08	18.71	214.99	8.66	8.34	89.48	16.57	2.57	23.45	2.63	18.63	192.3	0.11	0.00	1.78	0.64	0.02	2.47	0.00	72.35	25.58	0.88	1.60	2.38	12.98	14.58	2.34
A2430	38.26673	-121.69345	Cache Slough Complex	Shag Slough	May-2022	3.63	0.90	18.61	194.62	8.30	8.82	94.41	6.51	2.26	21.30	2.33	18.53	174.4	0.10	0.00	1.08	0.18	0.34	1.60	0.00	67.27	11.20	21.37	4.50	2.22	12.12	16.64	2.32
A2344	38.26832	-121.66793	Cache Slough Complex	Prospect Slough	May-2022	0.48	0.92	18.73	215.65	8.67	8.44	90.52	16.99	2.62	23.49	2.67	18.65	192.4	0.11	0.00	1.79	0.67	0.02	2.51	0.01	71.55	26.62	0.61	1.40	2.38	12.99	14.40	2.51
A2428	38.26972	-121.69424	Cache Slough Complex	Shag Slough	May-2022	3.39	0.90	18.59	195.14	8.32	8.90	95.15	5.94	2.25	21.36	2.31	18.51	175.0	0.10	0.00	1.04	0.21	0.35	1.60	0.04	64.86	12.91	21.88	4.27	2.22	12.14	16.42	2.55
A2342	38.27102	-121.66667	Cache Slough Complex	Prospect Slough	May-2022	0.49	0.72	18.76	216.32	8.69	8.48	90.99	16.79	2.63	23.60	2.68	18.67	192.9	0.11	0.00	1.76	0.65	0.03	2.47	0.00	71.30	26.23	1.29	1.21	2.39	13.04	14.25	2.65
A2426	38.27251	-121.69527	Cache Slough Complex	Shag Slough	May-2022	3.04	0.84	18.58	198.29	8.34	8.99	96.17	5.46	2.23	21.71	2.28	18.51	178.8	0.10	0.00	1.01	0.23	0.34	1.58	0.00	63.42	14.79	21.29	3.90	2.25	12.28	16.17	3.00
A2340	38.27382	-121.66536	Cache Slough Complex	Prospect Slough	May-2022	0.48	0.30	18.84	218.62	8.72	8.50	91.42	14.98	2.55	24.15	2.60	18.75	195.3	0.11	0.00	1.62	0.54	0.07	2.24	0.00	72.20	23.88	3.05	0.81	2.43	13.26	14.08	2.97
A2338	38.27685	-121.66494	Cache Slough Complex	Prospect Slough	May-2022	0.49	0.22	18.86	219.40	8.73	8.51	91.54	14.15	2.50	24.37	2.55	18.78	196.4	0.11	0.00	1.57	0.50	0.09	2.18	0.00	72.15	23.10	4.11	0.77	2.44	13.35	14.15	3.11
A2422	38.27838	-121.69498	Cache Slough Complex	Shag Slough	May-2022	2.52	0.58	18.61	208.37	8.41	9.16	98.07	4.77	2.24	23.05	2.33	18.56	190.6	0.11	0.00	0.96	0.24	0.40	1.59	0.00	60.12	14.79	24.99	3.11	2.35	12.82	15.92	3.76
A2336	38.27966	-121.66470	Cache Slough Complex	Prospect Slough	May-2022	0.49	0.19	18.88	219.93	8.74	8.54	91.88	13.62	2.46	24.53	2.53	18.80	197.2	0.11	0.00	1.54	0.50	0.11	2.16	0.00	71.41	23.03	5.28	0.78	2.46	13.41	14.27	3.25
